Y_pred,Y_real,Mean,,,
8.107173,9.3,1.192827034,,,
7.9842467,6.8,1.184246731,,,
17.717861,18.9,1.182138824,,,
6.9189787,8.1,1.181021309,,,
5.88052,4.7,1.180519867,,,
6.5794973,5.4,1.179497337,,,
7.9782023,6.8,1.178202343,,,
4.576422,3.4,1.176422215,,,
9.275554,8.1,1.175553703,,,
6.6730795,5.5,1.173079491,,,
5.5359654,6.7,1.164034557,,,
5.340782,6.5,1.159217834,,,
10.456347,9.3,1.156347466,,,
11.546568,12.7,1.153432083,,,
4.347641,5.5,1.152359009,,,
10.450649,9.3,1.150649261,,,
9.447885,8.3,1.14788456,,,
5.7578115,6.9,1.142188454,,,
17.258694,18.4,1.141306305,,,
10.059483,11.2,1.140517426,,,
4.8371177,3.7,1.137117672,,,
10.236761,9.1,1.136761093,,,
5.863765,7,1.136235237,,,
6.363784,7.5,1.136216164,,,
10.934538,9.8,1.134537888,,,
10.329498,9.2,1.129498291,,,
3.9292574,2.8,1.129257393,,,
5.871691,7,1.128308773,,,
10.47192,11.6,1.128079987,,,
4.8257246,3.7,1.125724602,,,
7.7240844,6.6,1.124084377,,,
1.3221943,0.2,1.122194338,,,
14.679408,15.8,1.120591927,,,
6.219972,5.1,1.119972134,,,
5.117556,4,1.117556095,,,
6.417417,5.3,1.117417049,,,
12.682898,13.8,1.117102432,,,
5.115421,4,1.115420818,,,
3.2115881,2.1,1.111588144,,,
8.010411,6.9,1.110411263,,,
4.6087484,3.5,1.108748436,,,
6.706257,5.6,1.106256866,,,
4.3042746,3.2,1.104274559,,,
2.6978195,3.8,1.102180529,,,
7.104193,8.2,1.095806789,,,
7.8133883,8.9,1.086611652,,,
8.685598,7.6,1.085598373,,,
4.6156125,5.7,1.084387493,,,
7.982694,6.9,1.082694149,,,
6.4192066,7.5,1.080793381,,,
6.1802826,5.1,1.080282593,,,
8.620259,9.7,1.079740715,,,
11.521219,12.6,1.078780746,,,
6.721579,7.8,1.078420925,,,
4.077005,3,1.07700491,,,
10.827112,11.9,1.072887802,,,
3.770178,2.7,1.07017808,,,
3.6698601,2.6,1.069860125,,,
3.8646533,2.8,1.064653349,,,
4.363204,3.3,1.063204002,,,
4.2370496,5.3,1.06295042,,,
18.737219,19.8,1.062781143,,,
16.861612,15.8,1.06161232,,,
12.038833,13.1,1.061167336,,,
7.5608463,6.5,1.060846329,,,
5.4422884,6.5,1.057711601,,,
5.8474145,6.9,1.052585506,,,
11.450798,10.4,1.050798035,,,
6.9414544,5.9,1.041454411,,,
10.641341,9.6,1.041341209,,,
9.941119,8.9,1.041119194,,,
3.840082,2.8,1.04008193,,,
10.461058,11.5,1.038942337,,,
6.3328404,5.3,1.032840443,,,
5.0322447,4,1.032244682,,,
2.131045,1.1,1.031045103,,,
7.0273023,6,1.027302265,,,
3.9781206,5,1.021879435,,,
10.317358,9.3,1.017358017,,,
7.7832365,8.8,1.016763496,,,
9.683476,10.7,1.016523552,,,
7.9149175,6.9,1.014917469,,,
3.7881758,4.8,1.011824179,,,
8.611425,7.6,1.0114254,,,
16.809391,15.8,1.009391022,,,
8.608621,7.6,1.008620644,,,
8.60628,7.6,1.006280327,,,
10.099647,11.1,1.000353432,,,
4.695078,3.7,0.995077896,,,
9.090358,8.1,0.99035778,,,
5.7870917,4.8,0.987091732,,,
0.31700307,1.3,0.982996929,,,
7.5826554,6.6,0.98265543,,,
3.8756006,2.9,0.975600576,,,
8.225772,9.2,0.974228096,,,
4.669736,3.7,0.969735909,,,
17.43032,18.4,0.96967926,,,
5.4305997,6.4,0.969400311,,,
6.467077,5.5,0.967076778,,,
5.7603154,4.8,0.960315418,,,
8.739817,9.7,0.960183334,,,
13.75432,12.8,0.954320145,,,
10.146863,11.1,0.953137016,,,
6.5473375,7.5,0.952662468,,,
7.94764,8.9,0.952360058,,,
7.9487457,8.9,0.951254272,,,
4.3452945,3.4,0.945294476,,,
11.858023,12.8,0.94197731,,,
8.439095,7.5,0.939094543,,,
8.838721,7.9,0.938721275,,,
3.7377102,2.8,0.937710238,,,
4.3633957,5.3,0.936604309,,,
5.4648566,6.4,0.935143375,,,
14.865529,15.8,0.93447094,,,
1.6708629,2.6,0.929137087,,,
7.9256887,7,0.925688744,,,
10.325203,9.4,0.925202942,,,
11.723251,10.8,0.923251343,,,
8.576772,9.5,0.923228264,,,
2.5222461,1.6,0.922246122,,,
6.383398,7.3,0.916601944,,,
2.8851635,3.8,0.914836454,,,
11.907555,11,0.907554626,,,
8.005717,7.1,0.905717278,,,
5.9950976,6.9,0.904902363,,,
10.196615,11.1,0.903384781,,,
19.301956,18.4,0.901956177,,,
6.9989824,7.9,0.90101757,,,
4.2991924,3.4,0.899192429,,,
5.898772,5,0.898771763,,,
7.6974444,6.8,0.897444439,,,
6.194581,5.3,0.894581032,,,
10.194501,9.3,0.894500923,,,
5.606525,6.5,0.893475056,,,
6.1815953,5.3,0.881595325,,,
6.320486,7.2,0.879513931,,,
3.6789258,2.8,0.878925753,,,
9.676699,8.8,0.876698685,,,
9.07337,8.2,0.87336998,,,
8.371138,7.5,0.871137619,,,
2.2638166,1.4,0.863816595,,,
11.060841,10.2,0.860840607,,,
6.7417874,7.6,0.858212566,,,
7.558035,6.7,0.858034897,,,
9.256704,8.4,0.85670433,,,
9.344445,10.2,0.855554771,,,
8.754958,7.9,0.854958153,,,
12.354066,11.5,0.854065895,,,
4.1464586,5,0.853541374,,,
4.0529737,3.2,0.852973747,,,
6.4529037,5.6,0.852903748,,,
10.148366,11,0.851634026,,,
2.9484603,3.8,0.85153966,,,
2.8511207,2,0.85112071,,,
8.050389,8.9,0.84961071,,,
8.447939,7.6,0.847938919,,,
19.247057,18.4,0.847056961,,,
6.1426415,5.3,0.842641544,,,
6.5417976,5.7,0.841797638,,,
12.260451,13.1,0.839548683,,,
7.237646,6.4,0.837646103,,,
5.3628597,6.2,0.837140274,,,
8.067015,8.9,0.832985306,,,
4.8734455,5.7,0.826554489,,,
1.5259621,0.7,0.825962114,,,
11.723869,10.9,0.823869324,,,
3.7231176,2.9,0.82311759,,,
9.477615,10.3,0.822384644,,,
10.121515,9.3,0.821515274,,,
9.878977,10.7,0.821023178,,,
3.7195904,2.9,0.819590425,,,
9.785248,10.6,0.814752197,,,
7.613917,6.8,0.813916874,,,
6.312141,5.5,0.812140942,,,
7.5889854,8.4,0.811014557,,,
10.8074045,10,0.807404518,,,
5.393043,6.2,0.806956959,,,
17.594376,18.4,0.80562439,,,
7.6957064,8.5,0.804293633,,,
7.4030576,6.6,0.803057575,,,
10.600832,11.4,0.799168015,,,
3.9054992,4.7,0.79450078,,,
7.6064744,8.4,0.7935256,,,
6.0783124,5.3,0.778312397,,,
10.674712,9.9,0.774712181,,,
9.927912,10.7,0.772088242,,,
4.767991,4,0.767991066,,,
17.133127,17.9,0.766872787,,,
8.134953,8.9,0.765047455,,,
3.6619194,2.9,0.761919355,,,
10.061066,9.3,0.761065674,,,
11.751555,11,0.751555443,,,
7.149231,6.4,0.749230957,,,
6.5513716,7.3,0.748628426,,,
3.9536443,4.7,0.746355724,,,
3.545924,2.8,0.745923948,,,
19.054543,19.8,0.745457458,,,
19.056288,19.8,0.743712234,,,
4.43981,3.7,0.739809799,,,
7.738388,7,0.738388062,,,
5.436571,4.7,0.736571121,,,
11.666219,12.4,0.733781242,,,
3.1284692,2.4,0.728469229,,,
6.271553,7,0.72844696,,,
3.5281599,2.8,0.728159857,,,
16.52805,15.8,0.728049469,,,
4.7194476,4,0.719447613,,,
5.419308,4.7,0.719308186,,,
6.285292,7,0.714707851,,,
2.61187,1.9,0.71187005,,,
16.510324,15.8,0.710324478,,,
6.8934073,7.6,0.706592655,,,
11.193956,11.9,0.706043625,,,
17.193966,17.9,0.706034088,,,
7.598892,8.3,0.701107788,,,
9.099538,9.8,0.700462151,,,
18.593222,17.9,0.693221664,,,
18.59146,17.9,0.691459274,,,
5.991396,5.3,0.69139595,,,
6.3102765,7,0.689723492,,,
12.412336,13.1,0.687663651,,,
9.387046,8.7,0.68704586,,,
6.785589,6.1,0.685589218,,,
7.8854136,7.2,0.685413647,,,
6.015909,6.7,0.684090805,,,
7.316513,8,0.683486938,,,
11.217237,11.9,0.682762527,,,
8.979738,8.3,0.679738235,,,
10.678811,10,0.678811073,,,
8.176149,7.5,0.676149368,,,
6.824876,7.5,0.675124168,,,
2.574251,1.9,0.674250937,,,
5.03245,5.7,0.667549801,,,
5.9348054,6.6,0.665194607,,,
11.235329,11.9,0.664671326,,,
5.9630256,5.3,0.66302557,,,
8.938272,9.6,0.661727524,,,
5.960912,5.3,0.660912228,,,
9.741315,10.4,0.658685112,,,
3.054291,2.4,0.65429101,,,
9.946056,10.6,0.653943634,,,
6.24826,6.9,0.651739979,,,
7.251816,7.9,0.648184204,,,
11.153458,11.8,0.646542358,,,
8.04599,7.4,0.64598999,,,
2.7429178,2.1,0.642917776,,,
8.958173,9.6,0.641827202,,,
6.139199,5.5,0.63919878,,,
6.1374536,5.5,0.637453556,,,
8.9635935,9.6,0.636406517,,,
6.164274,6.8,0.635725784,,,
7.9315534,7.3,0.631553364,,,
7.7721677,8.4,0.627832317,,,
6.4278145,5.8,0.627814484,,,
11.223195,10.6,0.623195076,,,
5.178213,5.8,0.62178688,,,
9.021427,8.4,0.621427155,,,
3.8193228,3.2,0.619322824,,,
11.214853,10.6,0.614853287,,,
9.513102,8.9,0.613101578,,,
3.8122876,3.2,0.612287569,,,
8.687796,9.3,0.612204361,,,
12.510933,11.9,0.610932922,,,
9.991415,10.6,0.608584976,,,
5.9055567,5.3,0.605556679,,,
7.597217,7,0.597217083,,,
4.392048,3.8,0.592047882,,,
6.0097427,6.6,0.590257263,,,
1.4098775,2,0.590122461,,,
3.4118378,4,0.588162184,,,
6.2172956,6.8,0.582704353,,,
1.5229466,2.1,0.577053404,,,
6.2305846,6.8,0.569415379,,,
7.5310016,8.1,0.568998432,,,
7.363198,6.8,0.563197803,,,
5.4589634,4.9,0.558963394,,,
17.341862,17.9,0.558138275,,,
3.45236,2.9,0.552359915,,,
10.548504,11.1,0.551496124,,,
8.750262,8.2,0.55026226,,,
6.452322,7,0.547677994,,,
6.353671,6.9,0.546328926,,,
6.355401,6.9,0.544598961,,,
11.360861,11.9,0.539139175,,,
10.866847,11.4,0.533152962,,,
10.530938,10,0.530938148,,,
9.174187,9.7,0.525813293,,,
6.975004,7.5,0.524995804,,,
5.518924,5,0.518924236,,,
5.382654,5.9,0.51734581,,,
3.3160822,2.8,0.516082239,,,
5.5142365,5,0.51423645,,,
6.3880987,6.9,0.511901283,,,
9.088118,9.6,0.511882401,,,
7.0901027,7.6,0.509897327,,,
10.990942,11.5,0.509057999,,,
10.506983,10,0.506982803,,,
5.1065335,4.6,0.506533527,,,
9.295242,9.8,0.50475769,,,
10.095347,10.6,0.504652596,,,
2.698651,2.2,0.498651075,,,
11.698185,11.2,0.498184967,,,
9.20486,9.7,0.495140266,,,
8.99293,8.5,0.492930412,,,
5.991854,5.5,0.491854191,,,
3.5911272,3.1,0.491127157,,,
11.688779,11.2,0.488778877,,,
11.411657,11.9,0.488342667,,,
4.813887,5.3,0.486112881,,,
9.715335,10.2,0.484665108,,,
9.184391,8.7,0.484391022,,,
10.419043,10.9,0.480957413,,,
10.178083,9.7,0.47808342,,,
4.4777746,4,0.47777462,,,
3.5289252,4,0.47107482,,,
13.369879,12.9,0.469878769,,,
5.4639897,5,0.463989735,,,
8.83614,9.3,0.463860321,,,
9.238547,9.7,0.461452675,,,
11.161446,10.7,0.461445618,,,
6.446346,6.9,0.453654194,,,
4.253503,3.8,0.453502846,,,
9.348464,9.8,0.451535988,,,
13.046825,12.6,0.446825409,,,
7.0536757,7.5,0.446324348,,,
8.645966,8.2,0.445965576,,,
9.455025,9.9,0.444975281,,,
7.06007,7.5,0.439929962,,,
5.8384485,5.4,0.438448524,,,
5.5368195,5.1,0.436819458,,,
12.163461,12.6,0.436539268,,,
6.3638344,6.8,0.436165619,,,
8.832747,8.4,0.432747459,,,
7.368312,7.8,0.431688118,,,
3.5701263,4,0.429873705,,,
3.326712,2.9,0.426711893,,,
4.5245504,4.1,0.424550438,,,
4.119124,3.7,0.419123936,,,
7.7810206,8.2,0.418979359,,,
10.081704,10.5,0.41829586,,,
5.717172,5.3,0.417172146,,,
8.085993,8.5,0.414007187,,,
10.711119,10.3,0.411118698,,,
4.802718,4.4,0.402718163,,,
2.8024142,2.4,0.402414179,,,
11.897955,12.3,0.402045059,,,
3.498799,3.9,0.401200914,,,
3.3005111,2.9,0.400511122,,,
8.000797,8.4,0.399202728,,,
6.4984274,6.1,0.398427391,,,
4.297258,3.9,0.3972579,,,
9.410756,9.8,0.389243889,,,
0.91115457,1.3,0.388845432,,,
6.012755,6.4,0.387245083,,,
7.3855815,7,0.385581493,,,
5.684844,5.3,0.384844017,,,
4.3196783,4.7,0.380321693,,,
6.9235353,7.3,0.376464653,,,
9.131366,9.5,0.368634224,,,
5.2389026,5.6,0.361097431,,,
9.761038,9.4,0.361037827,,,
11.254217,10.9,0.354217148,,,
6.9493637,7.3,0.350636292,,,
4.350125,4,0.350124836,,,
4.9504585,5.3,0.349541473,,,
10.55641,10.9,0.343590164,,,
2.4413946,2.1,0.341394567,,,
9.24072,8.9,0.340719795,,,
3.2630174,3.6,0.336982584,,,
6.734152,6.4,0.33415184,,,
11.169833,11.5,0.330166817,,,
9.473033,9.8,0.326967049,,,
6.275443,6.6,0.324556923,,,
6.475937,6.8,0.32406311,,,
4.9771113,5.3,0.32288866,,,
11.221161,10.9,0.321160889,,,
11.121138,10.8,0.321137619,,,
9.278893,9.6,0.321106529,,,
3.5201104,3.2,0.320110369,,,
5.018169,4.7,0.318168926,,,
9.613432,9.3,0.313431931,,,
18.71333,18.4,0.313329315,,,
9.612217,9.3,0.312216949,,,
8.087973,8.4,0.312027359,,,
9.6103325,9.3,0.310332489,,,
9.309993,9,0.30999279,,,
3.5086734,3.2,0.308673429,,,
5.4024673,5.1,0.302467251,,,
8.400584,8.1,0.300584221,,,
9.095764,8.8,0.29576416,,,
9.307958,9.6,0.292042351,,,
5.0105805,5.3,0.28941946,,,
7.914199,8.2,0.285801125,,,
7.7152123,8,0.284787655,,,
4.818811,5.1,0.28118906,,,
7.177402,6.9,0.27740202,,,
9.323436,9.6,0.276564217,,,
8.97445,8.7,0.274450111,,,
6.0716753,5.8,0.271675301,,,
5.0287013,5.3,0.271298695,,,
4.970939,4.7,0.270939159,,,
7.1709094,6.9,0.270909405,,,
3.6311195,3.9,0.26888051,,,
9.168677,8.9,0.26867733,,,
2.3314035,2.6,0.268596506,,,
8.131929,8.4,0.268070602,,,
7.8677273,7.6,0.26772728,,,
5.63579,5.9,0.264210129,,,
6.8640447,6.6,0.264044666,,,
7.0394874,7.3,0.260512638,,,
6.7421737,7,0.257826328,,,
9.957323,9.7,0.257323074,,,
7.5569844,7.3,0.256984425,,,
3.9556673,3.7,0.255667257,,,
2.2461765,2.5,0.253823519,,,
9.253658,9,0.253658295,,,
4.9517975,4.7,0.251797485,,,
9.55229,9.8,0.247710037,,,
4.8529677,5.1,0.247032261,,,
8.645076,8.4,0.245075798,,,
9.543751,9.3,0.243750763,,,
6.357855,6.6,0.242145157,,,
12.3669815,12.6,0.233018494,,,
10.031441,9.8,0.231440735,,,
5.029023,4.8,0.22902317,,,
10.828539,10.6,0.228538895,,,
7.3727417,7.6,0.227258301,,,
7.47277,7.7,0.227229786,,,
3.0263336,2.8,0.22633357,,,
7.125895,6.9,0.225895023,,,
12.374382,12.6,0.225617981,,,
11.676327,11.9,0.223673248,,,
10.622087,10.4,0.222086525,,,
6.6214156,6.4,0.221415615,,,
9.117807,8.9,0.217807388,,,
9.38633,9.6,0.213670349,,,
5.8873467,6.1,0.212653255,,,
3.888305,4.1,0.211695051,,,
6.110432,5.9,0.210432148,,,
7.308832,7.1,0.208832169,,,
8.191773,8.4,0.208226585,,,
6.3054223,6.1,0.205422306,,,
11.804463,11.6,0.204463387,,,
7.6044273,7.4,0.204427338,,,
11.196423,11.4,0.203577423,,,
6.401993,6.2,0.201992798,,,
6.7044377,6.9,0.195562267,,,
7.7943907,7.6,0.194390678,,,
3.5065768,3.7,0.193423223,,,
9.609045,9.8,0.190954971,,,
9.083894,8.9,0.183893776,,,
3.482381,3.3,0.182381105,,,
2.718881,2.9,0.181119108,,,
6.219211,6.4,0.180788898,,,
9.720323,9.9,0.179677391,,,
5.222183,5.4,0.177816772,,,
9.626999,9.8,0.173001099,,,
8.427885,8.6,0.172114944,,,
3.8708274,3.7,0.170827436,,,
5.8299685,6,0.170031548,,,
12.068593,11.9,0.168593025,,,
17.731491,17.9,0.168508911,,,
6.0677385,5.9,0.167738533,,,
11.366778,11.2,0.166778374,,,
6.733696,6.9,0.166304016,,,
0.56519824,0.4,0.165198243,,,
3.7640584,3.6,0.164058352,,,
9.136276,9.3,0.163723755,,,
5.6609554,5.5,0.160955429,,,
10.0602865,9.9,0.160286522,,,
17.74117,17.9,0.158829117,,,
1.441364,1.6,0.15863595,,,
2.8437474,3,0.156252623,,,
7.0533056,6.9,0.153305626,,,
4.7529078,4.6,0.152907753,,,
12.052812,11.9,0.152811623,,,
12.449179,12.3,0.149178696,,,
8.749175,8.6,0.149175072,,,
6.5514035,6.7,0.148596478,,,
2.84777,2.7,0.147769976,,,
9.947581,9.8,0.147581291,,,
11.145856,11,0.145855904,,,
3.2565048,3.4,0.143495226,,,
9.558624,9.7,0.141375732,,,
5.1406045,5,0.140604496,,,
7.7402244,7.6,0.140224361,,,
6.7599816,6.9,0.140018368,,,
9.760436,9.9,0.139563942,,,
8.766072,8.9,0.133927727,,,
9.931837,9.8,0.131837082,,,
12.930296,12.8,0.130295944,,,
6.2717977,6.4,0.128202343,,,
11.775984,11.9,0.12401619,,,
11.775984,11.9,0.12401619,,,
11.222998,11.1,0.122997665,,,
7.622312,7.5,0.122312069,,,
7.478038,7.6,0.121962166,,,
3.0211136,2.9,0.121113634,,,
8.380686,8.5,0.119314194,,,
4.58314,4.7,0.116860104,,,
5.4140544,5.3,0.114054394,,,
8.791884,8.9,0.108115578,,,
12.005992,11.9,0.105991936,,,
4.298006,4.4,0.101993942,,,
1.7022183,1.8,0.097781706,,,
6.696817,6.6,0.096816921,,,
7.0965548,7,0.096554756,,,
7.20491,7.3,0.095090199,,,
11.818546,11.9,0.081453705,,,
7.5190845,7.6,0.080915546,,,
8.980529,8.9,0.080528831,,,
4.6205854,4.7,0.079414558,,,
8.024813,8.1,0.075187302,,,
5.7749114,5.7,0.074911404,,,
8.12662,8.2,0.073379707,,,
5.8693185,5.8,0.069318485,,,
7.4309816,7.5,0.069018364,,,
6.131232,6.2,0.068768215,,,
8.968281,8.9,0.068280792,,,
3.8666627,3.8,0.066662741,,,
6.463355,6.4,0.063355064,,,
8.258414,8.2,0.058414268,,,
19.747255,19.8,0.052744675,,,
3.7477758,3.8,0.052224207,,,
11.356723,11.4,0.043277168,,,
11.361871,11.4,0.038129234,,,
2.638028,2.6,0.038027906,,,
7.0353417,7,0.03534174,,,
7.5656877,7.6,0.034312344,,,
12.777658,12.8,0.022341537,,,
4.7779055,4.8,0.022094536,,,
7.579348,7.6,0.020651913,,,
4.7831917,4.8,0.016808319,,,
5.516707,5.5,0.016706944,,,
9.783983,9.8,0.016016769,,,
1.8861582,1.9,0.013841772,,,
3.9894118,4,0.010588169,,,
3.9920905,4,0.007909536,,,
3.9922867,4,0.007713318,,,
8.294414,8.3,0.005586433,,,
15.802606,15.8,0.002605629,,,
5.3025312,5.3,0.002531242,,,
2.8024242,2.8,0.002424192,,,
9.399531,9.4,0.000468636,,,
