Date,상권,행정동_코드,공실률
2016_4,잠실,11710720,6.8
2016_4,장안동,11230650,6.7
2016_4,장안동,11230660,6.7
2016_4,천호,11740600,4
2016_4,천호,11740610,4
2016_4,천호,11740620,4
2016_4,청량리,11230705,8.1
2016_4,혜화동,11110650,5.3
2016_4,화곡,11500540,15.8
2016_4,화곡,11500550,15.8
2016_4,화곡,11500560,15.8
2016_4,화곡,11500570,15.8
2016_4,화곡,11500590,15.8
2016_4,화곡,11500591,15.8
2016_4,화곡,11500615,15.8
2016_4,화곡,11500593,15.8
2017_1,광화문,11110530,1.8
2017_1,동대문,11110670,10.9
2017_1,명동,11140550,5.5
2017_1,종로,11110615,4.7
2017_1,종로,11110630,4.7
2017_1,논현역,11680521,1
2017_1,논현역,11650560,1
2017_1,서초,11650510,9.4
2017_1,서초,11650520,9.4
2017_1,서초,11650530,9.4
2017_1,서초,11650531,9.4
2017_1,압구정,11680545,7.3
2017_1,압구정,11680510,7.3
2017_1,청담,11680565,4.7
2017_1,테헤란로,11680640,11.1
2017_1,테헤란로,11680650,11.1
2017_1,테헤란로,11680630,11.1
2017_1,테헤란로,11680610,11.1
2017_1,테헤란로,11680580,11.1
2017_1,테헤란로,11680590,11.1
2017_1,공덕역,11440565,5.3
2017_1,신촌,11410585,5.5
2017_1,영등포,11560535,10.9
2017_1,영등포,11560515,10.9
2017_1,홍대합정,11440660,8
2017_1,건대입구,11215710,2.9
2017_1,건대입구,11215840,2.9
2017_1,건대입구,11215820,2.9
2017_1,경희대,11230710,0.5
2017_1,경희대,11230740,0.5
2017_1,군자,11215780,2.1
2017_1,군자,11215730,2.1
2017_1,군자,11215740,2.1
2017_1,군자,11215750,2.1
2017_1,목동,11470510,5.5
2017_1,목동,11470520,5.5
2017_1,목동,11470530,5.5
2017_1,목동,11470540,5.5
2017_1,목동,11470550,5.5
2017_1,불광역,11380520,3.8
2017_1,불광역,11380570,3.8
2017_1,불광역,11380510,3.8
2017_1,사당,11590620,5
2017_1,사당,11650610,5
2017_1,사당,11620630,5
2017_1,성신여대,11290575,10.6
2017_1,성신여대,11290600,10.6
2017_1,수유,11305610,13.7
2017_1,수유,11305620,13.7
2017_1,수유,11305630,13.7
2017_1,신림역,11620645,5.6
2017_1,신림역,11620655,5.6
2017_1,오류동역,11530770,2.8
2017_1,오류동역,11530780,2.8
2017_1,왕십리,11200535,10.2
2017_1,왕십리,11200520,10.2
2017_1,용산,11170530,8.2
2017_1,용산,11170520,8.2
2017_1,용산,11170625,8.2
2017_1,용산,11170690,8.2
2017_1,이태원,11170650,14.9
2017_1,이태원,11170660,14.9
2017_1,잠실,11710650,8.9
2017_1,잠실,11710670,8.9
2017_1,잠실,11710680,8.9
2017_1,잠실,11710690,8.9
2017_1,잠실,11710710,8.9
2017_1,잠실,11710720,8.9
2017_1,장안동,11230650,7.6
2017_1,장안동,11230660,7.6
2017_1,천호,11740600,5.3
2017_1,천호,11740610,5.3
2017_1,천호,11740620,5.3
2017_1,청량리,11230705,6.2
2017_1,혜화동,11110650,2.6
2017_1,화곡,11500540,14.1
2017_1,화곡,11500550,14.1
2017_1,화곡,11500560,14.1
2017_1,화곡,11500570,14.1
2017_1,화곡,11500590,14.1
2017_1,화곡,11500591,14.1
2017_1,화곡,11500615,14.1
2017_1,화곡,11500593,14.1
2017_2,광화문,11110530,1.8
2017_2,동대문,11110670,10.9
2017_2,명동,11140550,4
2017_2,종로,11110615,3.8
2017_2,종로,11110630,3.8
2017_2,논현역,11680521,1
2017_2,논현역,11650560,1
2017_2,서초,11650510,8.3
2017_2,서초,11650520,8.3
2017_2,서초,11650530,8.3
2017_2,서초,11650531,8.3
2017_2,압구정,11680545,13.1
2017_2,압구정,11680510,13.1
2017_2,청담,11680565,3.4
2017_2,테헤란로,11680640,9.3
2017_2,테헤란로,11680650,9.3
2017_2,테헤란로,11680630,9.3
2017_2,테헤란로,11680610,9.3
2017_2,테헤란로,11680580,9.3
2017_2,테헤란로,11680590,9.3
2017_2,공덕역,11440565,5.3
2017_2,신촌,11410585,4.2
2017_2,영등포,11560535,10.8
2017_2,영등포,11560515,10.8
2017_2,홍대합정,11440660,11.6
2017_2,건대입구,11215710,2.4
2017_2,건대입구,11215840,2.4
2017_2,건대입구,11215820,2.4
2017_2,경희대,11230710,0.5
2017_2,경희대,11230740,0.5
2017_2,군자,11215780,4
2017_2,군자,11215730,4
2017_2,군자,11215740,4
2017_2,군자,11215750,4
2017_2,목동,11470510,4.6
2017_2,목동,11470520,4.6
2017_2,목동,11470530,4.6
2017_2,목동,11470540,4.6
2017_2,목동,11470550,4.6
2017_2,불광역,11380520,3.8
2017_2,불광역,11380570,3.8
2017_2,불광역,11380510,3.8
2017_2,사당,11590620,4.7
2017_2,사당,11650610,4.7
2017_2,사당,11620630,4.7
2017_2,성신여대,11290575,9.6
2017_2,성신여대,11290600,9.6
2017_2,수유,11305610,10.3
2017_2,수유,11305620,10.3
2017_2,수유,11305630,10.3
2017_2,신림역,11620645,5.6
2017_2,신림역,11620655,5.6
2017_2,오류동역,11530770,8
2017_2,오류동역,11530780,8
2017_2,왕십리,11200535,12
2017_2,왕십리,11200520,12
2017_2,용산,11170530,5.9
2017_2,용산,11170520,5.9
2017_2,용산,11170625,5.9
2017_2,용산,11170690,5.9
2017_2,이태원,11170650,14.9
2017_2,이태원,11170660,14.9
2017_2,잠실,11710650,12.2
2017_2,잠실,11710670,12.2
2017_2,잠실,11710680,12.2
2017_2,잠실,11710690,12.2
2017_2,잠실,11710710,12.2
2017_2,잠실,11710720,12.2
2017_2,장안동,11230650,7.6
2017_2,장안동,11230660,7.6
2017_2,천호,11740600,5.3
2017_2,천호,11740610,5.3
2017_2,천호,11740620,5.3
2017_2,청량리,11230705,6.9
2017_2,혜화동,11110650,8.6
2017_2,화곡,11500540,12.8
2017_2,화곡,11500550,12.8
2017_2,화곡,11500560,12.8
2017_2,화곡,11500570,12.8
2017_2,화곡,11500590,12.8
2017_2,화곡,11500591,12.8
2017_2,화곡,11500615,12.8
2017_2,화곡,11500593,12.8
2017_3,광화문,11110530,1.1
2017_3,동대문,11110670,10.9
2017_3,명동,11140550,3.9
2017_3,종로,11110615,2.9
2017_3,종로,11110630,2.9
2017_3,논현역,11680521,1
2017_3,논현역,11650560,1
2017_3,서초,11650510,7.5
2017_3,서초,11650520,7.5
2017_3,서초,11650530,7.5
2017_3,서초,11650531,7.5
2017_3,압구정,11680545,16.6
2017_3,압구정,11680510,16.6
2017_3,청담,11680565,4.4
2017_3,테헤란로,11680640,9.3
2017_3,테헤란로,11680650,9.3
2017_3,테헤란로,11680630,9.3
2017_3,테헤란로,11680610,9.3
2017_3,테헤란로,11680580,9.3
2017_3,테헤란로,11680590,9.3
2017_3,공덕역,11440565,5.3
2017_3,신촌,11410585,5.8
2017_3,영등포,11560535,11.5
2017_3,영등포,11560515,11.5
2017_3,홍대합정,11440660,6.1
2017_3,건대입구,11215710,2.8
2017_3,건대입구,11215840,2.8
2017_3,건대입구,11215820,2.8
2017_3,경희대,11230710,3.7
2017_3,경희대,11230740,3.7
2017_3,군자,11215780,2.7
2017_3,군자,11215730,2.7
2017_3,군자,11215740,2.7
2017_3,군자,11215750,2.7
2017_3,목동,11470510,6.5
2017_3,목동,11470520,6.5
2017_3,목동,11470530,6.5
2017_3,목동,11470540,6.5
2017_3,목동,11470550,6.5
2017_3,불광역,11380520,3.8
2017_3,불광역,11380570,3.8
2017_3,불광역,11380510,3.8
2017_3,사당,11590620,5.6
2017_3,사당,11650610,5.6
2017_3,사당,11620630,5.6
2017_3,성신여대,11290575,9.6
2017_3,성신여대,11290600,9.6
2017_3,수유,11305610,10.3
2017_3,수유,11305620,10.3
2017_3,수유,11305630,10.3
2017_3,신림역,11620645,5.9
2017_3,신림역,11620655,5.9
2017_3,오류동역,11530770,8
2017_3,오류동역,11530780,8
2017_3,왕십리,11200535,8.7
2017_3,왕십리,11200520,8.7
2017_3,용산,11170530,7.6
2017_3,용산,11170520,7.6
2017_3,용산,11170625,7.6
2017_3,용산,11170690,7.6
2017_3,이태원,11170650,19.1
2017_3,이태원,11170660,19.1
2017_3,잠실,11710650,11
2017_3,잠실,11710670,11
2017_3,잠실,11710680,11
2017_3,잠실,11710690,11
2017_3,잠실,11710710,11
2017_3,잠실,11710720,11
2017_3,장안동,11230650,7.6
2017_3,장안동,11230660,7.6
2017_3,천호,11740600,5.3
2017_3,천호,11740610,5.3
2017_3,천호,11740620,5.3
2017_3,청량리,11230705,8.8
2017_3,혜화동,11110650,8.6
2017_3,화곡,11500540,12.8
2017_3,화곡,11500550,12.8
2017_3,화곡,11500560,12.8
2017_3,화곡,11500570,12.8
2017_3,화곡,11500590,12.8
2017_3,화곡,11500591,12.8
2017_3,화곡,11500615,12.8
2017_3,화곡,11500593,12.8
2017_4,광화문,11110530,1.1
2017_4,동대문,11110670,10.9
2017_4,명동,11140550,5.4
2017_4,종로,11110615,2.7
2017_4,종로,11110630,2.7
2017_4,논현역,11680521,1.7
2017_4,논현역,11650560,1.7
2017_4,서초,11650510,6.9
2017_4,서초,11650520,6.9
2017_4,서초,11650530,6.9
2017_4,서초,11650531,6.9
2017_4,압구정,11680545,17.2
2017_4,압구정,11680510,17.2
2017_4,청담,11680565,1.5
2017_4,테헤란로,11680640,11.4
2017_4,테헤란로,11680650,11.4
2017_4,테헤란로,11680630,11.4
2017_4,테헤란로,11680610,11.4
2017_4,테헤란로,11680580,11.4
2017_4,테헤란로,11680590,11.4
2017_4,공덕역,11440565,5.3
2017_4,신촌,11410585,7.2
2017_4,영등포,11560535,11
2017_4,영등포,11560515,11
2017_4,홍대합정,11440660,4
2017_4,건대입구,11215710,1.4
2017_4,건대입구,11215840,1.4
2017_4,건대입구,11215820,1.4
2017_4,경희대,11230710,3.7
2017_4,경희대,11230740,3.7
2017_4,군자,11215780,5.7
2017_4,군자,11215730,5.7
2017_4,군자,11215740,5.7
2017_4,군자,11215750,5.7
2017_4,목동,11470510,5.8
2017_4,목동,11470520,5.8
2017_4,목동,11470530,5.8
2017_4,목동,11470540,5.8
2017_4,목동,11470550,5.8
2017_4,불광역,11380520,3.8
2017_4,불광역,11380570,3.8
2017_4,불광역,11380510,3.8
2017_4,사당,11590620,0.9
2017_4,사당,11650610,0.9
2017_4,사당,11620630,0.9
2017_4,성신여대,11290575,10.1
2017_4,성신여대,11290600,10.1
2017_4,수유,11305610,11.1
2017_4,수유,11305620,11.1
2017_4,수유,11305630,11.1
2017_4,신림역,11620645,5.9
2017_4,신림역,11620655,5.9
2017_4,오류동역,11530770,8
2017_4,오류동역,11530780,8
2017_4,왕십리,11200535,8.7
2017_4,왕십리,11200520,8.7
2017_4,용산,11170530,8.1
2017_4,용산,11170520,8.1
2017_4,용산,11170625,8.1
2017_4,용산,11170690,8.1
2017_4,이태원,11170650,11.8
2017_4,이태원,11170660,11.8
2017_4,잠실,11710650,8.5
2017_4,잠실,11710670,8.5
2017_4,잠실,11710680,8.5
2017_4,잠실,11710690,8.5
2017_4,잠실,11710710,8.5
2017_4,잠실,11710720,8.5
2017_4,장안동,11230650,7.6
2017_4,장안동,11230660,7.6
2017_4,천호,11740600,5.3
2017_4,천호,11740610,5.3
2017_4,천호,11740620,5.3
2017_4,청량리,11230705,9.9
2017_4,혜화동,11110650,9.6
2017_4,화곡,11500540,11.5
2017_4,화곡,11500550,11.5
2017_4,화곡,11500560,11.5
2017_4,화곡,11500570,11.5
2017_4,화곡,11500590,11.5
2017_4,화곡,11500591,11.5
2017_4,화곡,11500615,11.5
2017_4,화곡,11500593,11.5
2018_1,광화문,11110530,1.1
2018_1,동대문,11110670,10.9
2018_1,명동,11140550,6.4
2018_1,종로,11110615,2
2018_1,종로,11110630,2
2018_1,논현역,11680521,7.9
2018_1,논현역,11650560,7.9
2018_1,서초,11650510,7.8
2018_1,서초,11650520,7.8
2018_1,서초,11650530,7.8
2018_1,서초,11650531,7.8
2018_1,압구정,11680545,14.8
2018_1,압구정,11680510,14.8
2018_1,청담,11680565,2.5
2018_1,테헤란로,11680640,13
2018_1,테헤란로,11680650,13
2018_1,테헤란로,11680630,13
2018_1,테헤란로,11680610,13
2018_1,테헤란로,11680580,13
2018_1,테헤란로,11680590,13
2018_1,공덕역,11440565,5.3
2018_1,신촌,11410585,5.2
2018_1,영등포,11560535,14.8
2018_1,영등포,11560515,14.8
2018_1,홍대합정,11440660,8.3
2018_1,건대입구,11215710,3.2
2018_1,건대입구,11215840,3.2
2018_1,건대입구,11215820,3.2
2018_1,경희대,11230710,4.5
2018_1,경희대,11230740,4.5
2018_1,군자,11215780,5.7
2018_1,군자,11215730,5.7
2018_1,군자,11215740,5.7
2018_1,군자,11215750,5.7
2018_1,목동,11470510,7.7
2018_1,목동,11470520,7.7
2018_1,목동,11470530,7.7
2018_1,목동,11470540,7.7
2018_1,목동,11470550,7.7
2018_1,불광역,11380520,3.8
2018_1,불광역,11380570,3.8
2018_1,불광역,11380510,3.8
2018_1,사당,11590620,0.2
2018_1,사당,11650610,0.2
2018_1,사당,11620630,0.2
2018_1,성신여대,11290575,12.4
2018_1,성신여대,11290600,12.4
2018_1,수유,11305610,10.2
2018_1,수유,11305620,10.2
2018_1,수유,11305630,10.2
2018_1,신림역,11620645,3.7
2018_1,신림역,11620655,3.7
2018_1,오류동역,11530770,8
2018_1,오류동역,11530780,8
2018_1,왕십리,11200535,8.7
2018_1,왕십리,11200520,8.7
2018_1,용산,11170530,9.5
2018_1,용산,11170520,9.5
2018_1,용산,11170625,9.5
2018_1,용산,11170690,9.5
2018_1,이태원,11170650,22.4
2018_1,이태원,11170660,22.4
2018_1,잠실,11710650,13.2
2018_1,잠실,11710670,13.2
2018_1,잠실,11710680,13.2
2018_1,잠실,11710690,13.2
2018_1,잠실,11710710,13.2
2018_1,잠실,11710720,13.2
2018_1,장안동,11230650,5.9
2018_1,장안동,11230660,5.9
2018_1,천호,11740600,6.9
2018_1,천호,11740610,6.9
2018_1,천호,11740620,6.9
2018_1,청량리,11230705,8.4
2018_1,혜화동,11110650,9.6
2018_1,화곡,11500540,8.4
2018_1,화곡,11500550,8.4
2018_1,화곡,11500560,8.4
2018_1,화곡,11500570,8.4
2018_1,화곡,11500590,8.4
2018_1,화곡,11500591,8.4
2018_1,화곡,11500615,8.4
2018_1,화곡,11500593,8.4
2018_2,광화문,11110530,1.1
2018_2,동대문,11110670,13.9
2018_2,명동,11140550,6.4
2018_2,종로,11110615,2.8
2018_2,종로,11110630,2.8
2018_2,논현역,11680521,18.4
2018_2,논현역,11650560,18.4
2018_2,서초,11650510,2.9
2018_2,서초,11650520,2.9
2018_2,서초,11650530,2.9
2018_2,서초,11650531,2.9
2018_2,압구정,11680545,10.7
2018_2,압구정,11680510,10.7
2018_2,청담,11680565,2.5
2018_2,테헤란로,11680640,11.9
2018_2,테헤란로,11680650,11.9
2018_2,테헤란로,11680630,11.9
2018_2,테헤란로,11680610,11.9
2018_2,테헤란로,11680580,11.9
2018_2,테헤란로,11680590,11.9
2018_2,공덕역,11440565,5.3
2018_2,신촌,11410585,6.8
2018_2,영등포,11560535,11.2
2018_2,영등포,11560515,11.2
2018_2,홍대합정,11440660,6.5
2018_2,건대입구,11215710,4.5
2018_2,건대입구,11215840,4.5
2018_2,건대입구,11215820,4.5
2018_2,경희대,11230710,5.4
2018_2,경희대,11230740,5.4
2018_2,군자,11215780,7.3
2018_2,군자,11215730,7.3
2018_2,군자,11215740,7.3
2018_2,군자,11215750,7.3
2018_2,목동,11470510,6.4
2018_2,목동,11470520,6.4
2018_2,목동,11470530,6.4
2018_2,목동,11470540,6.4
2018_2,목동,11470550,6.4
2018_2,불광역,11380520,3.8
2018_2,불광역,11380570,3.8
2018_2,불광역,11380510,3.8
2018_2,사당,11590620,1.3
2018_2,사당,11650610,1.3
2018_2,사당,11620630,1.3
2018_2,성신여대,11290575,8.4
2018_2,성신여대,11290600,8.4
2018_2,수유,11305610,9.6
2018_2,수유,11305620,9.6
2018_2,수유,11305630,9.6
2018_2,신림역,11620645,3.7
2018_2,신림역,11620655,3.7
2018_2,오류동역,11530770,2.8
2018_2,오류동역,11530780,2.8
2018_2,왕십리,11200535,9.3
2018_2,왕십리,11200520,9.3
2018_2,용산,11170530,10.5
2018_2,용산,11170520,10.5
2018_2,용산,11170625,10.5
2018_2,용산,11170690,10.5
2018_2,이태원,11170650,21.6
2018_2,이태원,11170660,21.6
2018_2,잠실,11710650,11.2
2018_2,잠실,11710670,11.2
2018_2,잠실,11710680,11.2
2018_2,잠실,11710690,11.2
2018_2,잠실,11710710,11.2
2018_2,잠실,11710720,11.2
2018_2,장안동,11230650,5.9
2018_2,장안동,11230660,5.9
2018_2,천호,11740600,5.1
2018_2,천호,11740610,5.1
2018_2,천호,11740620,5.1
2018_2,청량리,11230705,7.4
2018_2,혜화동,11110650,14.2
2018_2,화곡,11500540,7.3
2018_2,화곡,11500550,7.3
2018_2,화곡,11500560,7.3
2018_2,화곡,11500570,7.3
2018_2,화곡,11500590,7.3
2018_2,화곡,11500591,7.3
2018_2,화곡,11500615,7.3
2018_2,화곡,11500593,7.3
2018_3,광화문,11110530,2
2018_3,동대문,11110670,14.6
2018_3,명동,11140550,6.4
2018_3,종로,11110615,5.3
2018_3,종로,11110630,5.3
2018_3,논현역,11680521,18.5
2018_3,논현역,11650560,18.5
2018_3,서초,11650510,2.9
2018_3,서초,11650520,2.9
2018_3,서초,11650530,2.9
2018_3,서초,11650531,2.9
2018_3,압구정,11680545,6.9
2018_3,압구정,11680510,6.9
2018_3,청담,11680565,2.5
2018_3,테헤란로,11680640,11.9
2018_3,테헤란로,11680650,11.9
2018_3,테헤란로,11680630,11.9
2018_3,테헤란로,11680610,11.9
2018_3,테헤란로,11680580,11.9
2018_3,테헤란로,11680590,11.9
2018_3,공덕역,11440565,5.3
2018_3,신촌,11410585,6.6
2018_3,영등포,11560535,8.6
2018_3,영등포,11560515,8.6
2018_3,홍대합정,11440660,5.8
2018_3,건대입구,11215710,4.5
2018_3,건대입구,11215840,4.5
2018_3,건대입구,11215820,4.5
2018_3,경희대,11230710,6.4
2018_3,경희대,11230740,6.4
2018_3,군자,11215780,5
2018_3,군자,11215730,5
2018_3,군자,11215740,5
2018_3,군자,11215750,5
2018_3,목동,11470510,6.4
2018_3,목동,11470520,6.4
2018_3,목동,11470530,6.4
2018_3,목동,11470540,6.4
2018_3,목동,11470550,6.4
2018_3,불광역,11380520,3.8
2018_3,불광역,11380570,3.8
2018_3,불광역,11380510,3.8
2018_3,사당,11590620,2.1
2018_3,사당,11650610,2.1
2018_3,사당,11620630,2.1
2018_3,성신여대,11290575,7.6
2018_3,성신여대,11290600,7.6
2018_3,수유,11305610,5.2
2018_3,수유,11305620,5.2
2018_3,수유,11305630,5.2
2018_3,신림역,11620645,3.7
2018_3,신림역,11620655,3.7
2018_3,오류동역,11530770,2.8
2018_3,오류동역,11530780,2.8
2018_3,왕십리,11200535,5.8
2018_3,왕십리,11200520,5.8
2018_3,용산,11170530,9.7
2018_3,용산,11170520,9.7
2018_3,용산,11170625,9.7
2018_3,용산,11170690,9.7
2018_3,이태원,11170650,21.6
2018_3,이태원,11170660,21.6
2018_3,잠실,11710650,11.1
2018_3,잠실,11710670,11.1
2018_3,잠실,11710680,11.1
2018_3,잠실,11710690,11.1
2018_3,잠실,11710710,11.1
2018_3,잠실,11710720,11.1
2018_3,장안동,11230650,5.9
2018_3,장안동,11230660,5.9
2018_3,천호,11740600,6.2
2018_3,천호,11740610,6.2
2018_3,천호,11740620,6.2
2018_3,청량리,11230705,6.6
2018_3,혜화동,11110650,14.2
2018_3,화곡,11500540,6.9
2018_3,화곡,11500550,6.9
2018_3,화곡,11500560,6.9
2018_3,화곡,11500570,6.9
2018_3,화곡,11500590,6.9
2018_3,화곡,11500591,6.9
2018_3,화곡,11500615,6.9
2018_3,화곡,11500593,6.9
2018_4,광화문,11110530,2
2018_4,동대문,11110670,14.6
2018_4,명동,11140550,7.7
2018_4,종로,11110615,5.5
2018_4,종로,11110630,5.5
2018_4,논현역,11680521,18.9
2018_4,논현역,11650560,18.9
2018_4,서초,11650510,5.6
2018_4,서초,11650520,5.6
2018_4,서초,11650530,5.6
2018_4,서초,11650531,5.6
2018_4,압구정,11680545,6.5
2018_4,압구정,11680510,6.5
2018_4,청담,11680565,11.2
2018_4,테헤란로,11680640,11.8
2018_4,테헤란로,11680650,11.8
2018_4,테헤란로,11680630,11.8
2018_4,테헤란로,11680610,11.8
2018_4,테헤란로,11680580,11.8
2018_4,테헤란로,11680590,11.8
2018_4,공덕역,11440565,5.3
2018_4,신촌,11410585,10.8
2018_4,영등포,11560535,7.5
2018_4,영등포,11560515,7.5
2018_4,홍대합정,11440660,4.6
2018_4,건대입구,11215710,3.7
2018_4,건대입구,11215840,3.7
2018_4,건대입구,11215820,3.7
2018_4,경희대,11230710,5.2
2018_4,경희대,11230740,5.2
2018_4,군자,11215780,5
2018_4,군자,11215730,5
2018_4,군자,11215740,5
2018_4,군자,11215750,5
2018_4,목동,11470510,7.5
2018_4,목동,11470520,7.5
2018_4,목동,11470530,7.5
2018_4,목동,11470540,7.5
2018_4,목동,11470550,7.5
2018_4,불광역,11380520,3.8
2018_4,불광역,11380570,3.8
2018_4,불광역,11380510,3.8
2018_4,사당,11590620,1.6
2018_4,사당,11650610,1.6
2018_4,사당,11620630,1.6
2018_4,성신여대,11290575,9.4
2018_4,성신여대,11290600,9.4
2018_4,수유,11305610,1.8
2018_4,수유,11305620,1.8
2018_4,수유,11305630,1.8
2018_4,신림역,11620645,3.1
2018_4,신림역,11620655,3.1
2018_4,오류동역,11530770,7
2018_4,오류동역,11530780,7
2018_4,왕십리,11200535,5.8
2018_4,왕십리,11200520,5.8
2018_4,용산,11170530,9.7
2018_4,용산,11170520,9.7
2018_4,용산,11170625,9.7
2018_4,용산,11170690,9.7
2018_4,이태원,11170650,21.6
2018_4,이태원,11170660,21.6
2018_4,잠실,11710650,8.9
2018_4,잠실,11710670,8.9
2018_4,잠실,11710680,8.9
2018_4,잠실,11710690,8.9
2018_4,잠실,11710710,8.9
2018_4,잠실,11710720,8.9
2018_4,장안동,11230650,5.9
2018_4,장안동,11230660,5.9
2018_4,천호,11740600,6.6
2018_4,천호,11740610,6.6
2018_4,천호,11740620,6.6
2018_4,청량리,11230705,6.6
2018_4,혜화동,11110650,9.6
2018_4,화곡,11500540,6.9
2018_4,화곡,11500550,6.9
2018_4,화곡,11500560,6.9
2018_4,화곡,11500570,6.9
2018_4,화곡,11500590,6.9
2018_4,화곡,11500591,6.9
2018_4,화곡,11500615,6.9
2018_4,화곡,11500593,6.9
2019_1,광화문,11110530,10
2019_1,동대문,11110670,10.6
2019_1,명동,11140550,8.8
2019_1,종로,11110615,3.4
2019_1,종로,11110630,3.4
2019_1,논현역,11680521,13.5
2019_1,논현역,11650560,13.5
2019_1,서초,11650510,4.9
2019_1,서초,11650520,4.9
2019_1,서초,11650530,4.9
2019_1,서초,11650531,4.9
2019_1,압구정,11680545,10
2019_1,압구정,11680510,10
2019_1,청담,11680565,16.1
2019_1,테헤란로,11680640,15.1
2019_1,테헤란로,11680650,15.1
2019_1,테헤란로,11680630,15.1
2019_1,테헤란로,11680610,15.1
2019_1,테헤란로,11680580,15.1
2019_1,테헤란로,11680590,15.1
2019_1,공덕역,11440565,6.7
2019_1,신촌,11410585,7.6
2019_1,영등포,11560535,8
2019_1,영등포,11560515,8
2019_1,홍대합정,11440660,4.6
2019_1,건대입구,11215710,6.1
2019_1,건대입구,11215840,6.1
2019_1,건대입구,11215820,6.1
2019_1,경희대,11230710,3.9
2019_1,경희대,11230740,3.9
2019_1,군자,11215780,4.7
2019_1,군자,11215730,4.7
2019_1,군자,11215740,4.7
2019_1,군자,11215750,4.7
2019_1,목동,11470510,6.4
2019_1,목동,11470520,6.4
2019_1,목동,11470530,6.4
2019_1,목동,11470540,6.4
2019_1,목동,11470550,6.4
2019_1,불광역,11380520,2.8
2019_1,불광역,11380570,2.8
2019_1,불광역,11380510,2.8
2019_1,사당,11590620,3.3
2019_1,사당,11650610,3.3
2019_1,사당,11620630,3.3
2019_1,성신여대,11290575,7
2019_1,성신여대,11290600,7
2019_1,수유,11305610,2.1
2019_1,수유,11305620,2.1
2019_1,수유,11305630,2.1
2019_1,신림역,11620645,2.6
2019_1,신림역,11620655,2.6
2019_1,오류동역,11530770,14.6
2019_1,오류동역,11530780,14.6
2019_1,왕십리,11200535,6
2019_1,왕십리,11200520,6
2019_1,용산,11170530,9.5
2019_1,용산,11170520,9.5
2019_1,용산,11170625,9.5
2019_1,용산,11170690,9.5
2019_1,이태원,11170650,24.3
2019_1,이태원,11170660,24.3
2019_1,잠실,11710650,10.9
2019_1,잠실,11710670,10.9
2019_1,잠실,11710680,10.9
2019_1,잠실,11710690,10.9
2019_1,잠실,11710710,10.9
2019_1,잠실,11710720,10.9
2019_1,장안동,11230650,7.9
2019_1,장안동,11230660,7.9
2019_1,천호,11740600,6.2
2019_1,천호,11740610,6.2
2019_1,천호,11740620,6.2
2019_1,청량리,11230705,5.5
2019_1,혜화동,11110650,9
2019_1,화곡,11500540,13.8
2019_1,화곡,11500550,13.8
2019_1,화곡,11500560,13.8
2019_1,화곡,11500570,13.8
2019_1,화곡,11500590,13.8
2019_1,화곡,11500591,13.8
2019_1,화곡,11500615,13.8
2019_1,화곡,11500593,13.8
