Y_pred,Y_real,Mean,,,,,,,,,,,,,,,
26.05984976,25,1.059849764,,,,,,,,,,,,,,,
51.91683755,46.4,5.516837545,,,,,,,,,,,,,,,
31.02520098,29.9,1.125200983,,,,,,,,,,,,,,,
42.32785213,29,13.32785213,,,,,,,,,,,,,,,
56.83958122,58.9,2.060418784,,,,,,,,,,,,,,,
41.65523969,47.7,6.04476031,,,,,,,,,,,,,,,
45.7190478,46.1,0.380952196,,,,,,,,,,,,,,,
30.31061754,27.8,2.510617541,,,,,,,,,,,,,,,
36.61331005,40.8,4.18668995,,,,,,,,,,,,,,,
248.5263161,270.4,21.87368389,,,,,,,,,,,,,,,
279.9331681,270.9,9.033168129,,,,,,,,,,,,,,,
85.56892103,79.7,5.868921031,,,,,,,,,,,,,,,
48.25991582,50.2,1.940084182,,,,,,,,,,,,,,,
44.74906198,46.4,1.650938022,,,,,,,,,,,,,,,
69.7128775,69.1,0.612877496,,,,,,,,,,,,,,,
52.34036386,68.7,16.35963614,,,,,,,,,,,,,,,
52.48962179,49.5,2.989621792,,,,,,,,,,,,,,,
29.1408837,26.4,2.740883702,,,,,,,,,,,,,,,
21.13508193,26.3,5.164918067,,,,,,,,,,,,,,,
59.42800599,62.7,3.27199401,,,,,,,,,,,,,,,
53.96085846,58.9,4.939141537,,,,,,,,,,,,,,,
40.22276918,53.6,13.37723082,,,,,,,,,,,,,,,
37.30909488,41.8,4.490905122,,,,,,,,,,,,,,,
43.12286129,46.4,3.277138709,,,,,,,,,,,,,,,
39.7064707,46.2,6.493529302,,,,,,,,,,,,,,,
43.75708969,46.9,3.14291031,,,,,,,,,,,,,,,
41.92843727,44.4,2.471562734,,,,,,,,,,,,,,,
27.16265778,21,6.162657782,,,,,,,,,,,,,,,
23.27421938,25.1,1.825780624,,,,,,,,,,,,,,,
36.31967053,34,2.319670527,,,,,,,,,,,,,,,
27.6406006,25.2,2.440600603,,,,,,,,,,,,,,,
42.91247602,47.7,4.787523979,,,,,,,,,,,,,,,
57.09659082,58,0.903409176,,,,,,,,,,,,,,,
36.49761165,30.7,5.797611652,,,,,,,,,,,,,,,
38.10671591,38,0.106715909,,,,,,,,,,,,,,,
34.62269796,30.6,4.022697963,,,,,,,,,,,,,,,
55.72729895,65,9.272701049,,,,,,,,,,,,,,,
61.56851332,60.7,0.868513315,,,,,,,,,,,,,,,
33.93388086,38.4,4.466119136,,,,,,,,,,,,,,,
40.72424593,46.9,6.17575407,,,,,,,,,,,,,,,
44.53692054,46.2,1.663079456,,,,,,,,,,,,,,,
45.69348168,46.1,0.406518317,,,,,,,,,,,,,,,
29.36045805,30.9,1.539541949,,,,,,,,,,,,,,,
57.06850532,60.4,3.331494683,,,,,,,,,,,,,,,
29.40321428,34.9,5.496785722,,,,,,,,,,,,,,,
30.25053073,29.8,0.450530733,,,,,,,,,,,,,,,
49.16979845,46.4,2.769798451,,,,,,,,,,,,,,,
47.01937189,46.1,0.919371889,,,,,,,,,,,,,,,
25.99905586,27,1.000944137,,,,,,,,,,,,,,,
24.61007748,27,2.389922522,,,,,,,,,,,,,,,
60.84399125,68,7.156008753,,,,,,,,,,,,,,,
33.07997626,22.7,10.37997626,,,,,,,,,,,,,,,
65.15152475,67.7,2.548475249,,,,,,,,,,,,,,,
31.1507631,30.9,0.2507631,,,,,,,,,,,,,,,
23.36261411,22.7,0.66261411,,,,,,,,,,,,,,,
52.15325631,55.5,3.346743692,,,,,,,,,,,,,,,
64.85723398,68.4,3.542766017,,,,,,,,,,,,,,,
59.84588968,54,5.845889682,,,,,,,,,,,,,,,
54.06792806,54,0.067928055,,,,,,,,,,,,,,,
92.64324335,83.9,8.743243354,,,,,,,,,,,,,,,
52.20327736,44.3,7.903277362,,,,,,,,,,,,,,,
26.20383089,21,5.203830891,,,,,,,,,,,,,,,
52.2638627,47,5.263862702,,,,,,,,,,,,,,,
46.55144772,47.7,1.148552278,,,,,,,,,,,,,,,
58.95628568,64.3,5.34371432,,,,,,,,,,,,,,,
49.96493431,55.3,5.335065689,,,,,,,,,,,,,,,
29.23643429,26.1,3.136434292,,,,,,,,,,,,,,,
42.16479231,39,3.164792306,,,,,,,,,,,,,,,
52.93073128,46.4,6.530731275,,,,,,,,,,,,,,,
33.18774151,29.7,3.487741514,,,,,,,,,,,,,,,
26.76256716,26.4,0.362567156,,,,,,,,,,,,,,,
37.11726128,38.6,1.482738718,,,,,,,,,,,,,,,
29.89085941,27.8,2.090859406,,,,,,,,,,,,,,,
27.20355577,27.7,0.496444229,,,,,,,,,,,,,,,
47.03964765,46.2,0.839647647,,,,,,,,,,,,,,,
41.87483723,49.5,7.62516277,,,,,,,,,,,,,,,
36.03227212,34,2.032272116,,,,,,,,,,,,,,,
28.74896118,31.1,2.351038824,,,,,,,,,,,,,,,
36.33994596,43.5,7.160054039,,,,,,,,,,,,,,,
24.46291246,21,3.462912461,,,,,,,,,,,,,,,
23.65542502,23.7,0.044574978,,,,,,,,,,,,,,,
46.35954145,46.9,0.540458546,,,,,,,,,,,,,,,
53.14994426,58.7,5.550055737,,,,,,,,,,,,,,,
34.13777046,26.1,8.037770456,,,,,,,,,,,,,,,
48.24569482,46.1,2.145694821,,,,,,,,,,,,,,,
31.70356057,31.1,0.603560574,,,,,,,,,,,,,,,
48.72499383,45.2,3.52499383,,,,,,,,,,,,,,,
32.66079703,29.1,3.56079703,,,,,,,,,,,,,,,
25.9528721,23.3,2.652872098,,,,,,,,,,,,,,,
32.21763129,35.4,3.182368706,,,,,,,,,,,,,,,
56.21359402,55.2,1.013594024,,,,,,,,,,,,,,,
51.01774569,54.9,3.882254311,,,,,,,,,,,,,,,
46.81693251,47.7,0.883067494,,,,,,,,,,,,,,,
57.52964414,62.7,5.170355856,,,,,,,,,,,,,,,
89.58570859,84.6,4.985708589,,,,,,,,,,,,,,,
44.0583992,46.4,2.341600805,,,,,,,,,,,,,,,
38.56137246,39.1,0.53862754,,,,,,,,,,,,,,,
20.46850393,26.3,5.831496069,,,,,,,,,,,,,,,
50.74088047,46.1,4.640880471,,,,,,,,,,,,,,,
63.59791874,55.8,7.797918743,,,,,,,,,,,,,,,
50.32266767,52.6,2.277332326,,,,,,,,,,,,,,,
31.22947591,38.6,7.370524085,,,,,,,,,,,,,,,
55.65601555,58.9,3.24398445,,,,,,,,,,,,,,,
48.37698322,47.5,0.876983216,,,,,,,,,,,,,,,
54.24233831,53.6,0.642338313,,,,,,,,,,,,,,,
24.93326626,26.1,1.166733738,,,,,,,,,,,,,,,
37.40902469,35.4,2.009024687,,,,,,,,,,,,,,,
35.84725631,39,3.15274369,,,,,,,,,,,,,,,
44.14915149,49.4,5.250848505,,,,,,,,,,,,,,,
32.7783301,29.8,2.9783301,,,,,,,,,,,,,,,
41.68717564,34.8,6.887175635,,,,,,,,,,,,,,,
32.49959014,38.6,6.100409865,,,,,,,,,,,,,,,
81.20464844,84.2,2.995351561,,,,,,,,,,,,,,,
47.67359693,47,0.673596927,,,,,,,,,,,,,,,
47.13428434,46.2,0.934284343,,,,,,,,,,,,,,,
29.93559316,26.1,3.835593157,,,,,,,,,,,,,,,
35.31015366,30.5,4.810153659,,,,,,,,,,,,,,,
49.77467396,47,2.774673956,,,,,,,,,,,,,,,
27.6783274,26.4,1.278327402,,,,,,,,,,,,,,,
38.2295102,38.6,0.370489804,,,,,,,,,,,,,,,
40.08913272,37,3.089132723,,,,,,,,,,,,,,,
48.91340033,47.7,1.213400332,,,,,,,,,,,,,,,
40.73619195,51.7,10.96380805,,,,,,,,,,,,,,,
44.88958837,46.4,1.510411627,,,,,,,,,,,,,,,
65.00718958,69,3.992810421,,,,,,,,,,,,,,,
47.53882964,46.4,1.138829636,,,,,,,,,,,,,,,
49.85497814,46.4,3.45497814,,,,,,,,,,,,,,,
27.52143095,27.6,0.078569051,,,,,,,,,,,,,,,
53.34523344,46.4,6.945233436,,,,,,,,,,,,,,,
58.31083286,54.7,3.610832857,,,,,,,,,,,,,,,
33.79154501,30.9,2.891545013,,,,,,,,,,,,,,,
102.4183105,271.7,169.2816895,,,,,,,,,,,,,,,
34.69650665,34.8,0.103493354,,,,,,,,,,,,,,,
33.813909,35.8,1.986091005,,,,,,,,,,,,,,,
21.12470475,21,0.12470475,,,,,,,,,,,,,,,
51.73526742,58,6.264732576,,,,,,,,,,,,,,,
23.44982715,26.1,2.650172853,,,,,,,,,,,,,,,
53.74076354,54,0.259236456,,,,,,,,,,,,,,,
34.4817147,36.8,2.318285296,,,,,,,,,,,,,,,
54.66374681,68,13.33625319,,,,,,,,,,,,,,,
40.60672303,29.1,11.50672303,,,,,,,,,,,,,,,
53.48108515,59.8,6.31891485,,,,,,,,,,,,,,,
36.51141904,38.6,2.088580959,,,,,,,,,,,,,,,
25.87400426,27,1.125995737,,,,,,,,,,,,,,,
64.40659268,69.7,5.293407324,,,,,,,,,,,,,,,
47.79110735,46.4,1.391107349,,,,,,,,,,,,,,,
46.77038822,46.1,0.670388216,,,,,,,,,,,,,,,
27.24405275,20.9,6.344052754,,,,,,,,,,,,,,,
49.35323522,47.5,1.853235221,,,,,,,,,,,,,,,
47.61473034,45.3,2.314730341,,,,,,,,,,,,,,,
44.35242214,53.9,9.547577861,,,,,,,,,,,,,,,
27.55429686,27,0.554296862,,,,,,,,,,,,,,,
47.24143528,47.5,0.25856472,,,,,,,,,,,,,,,
44.58634213,46.4,1.813657873,,,,,,,,,,,,,,,
60.3173999,59.8,0.517399904,,,,,,,,,,,,,,,
31.6759731,30.4,1.275973098,,,,,,,,,,,,,,,
20.89344666,26.3,5.406553335,,,,,,,,,,,,,,,
46.04230007,46.2,0.157699932,,,,,,,,,,,,,,,
25.89376574,23.3,2.59376574,,,,,,,,,,,,,,,
29.10521265,27.6,1.505212652,,,,,,,,,,,,,,,
48.56185649,46.4,2.161856488,,,,,,,,,,,,,,,
35.38916862,23.7,11.68916862,,,,,,,,,,,,,,,
45.35836879,44.5,0.858368791,,,,,,,,,,,,,,,
40.33111038,39,1.331110378,,,,,,,,,,,,,,,
49.87589544,46.4,3.475895438,,,,,,,,,,,,,,,
64.34989896,69.6,5.25010104,,,,,,,,,,,,,,,
26.67483068,26.4,0.274830683,,,,,,,,,,,,,,,
39.44831408,39.2,0.248314084,,,,,,,,,,,,,,,
78.80034585,90.5,11.69965415,,,,,,,,,,,,,,,
49.2461508,46,3.246150805,,,,,,,,,,,,,,,
37.27623228,37.8,0.52376772,,,,,,,,,,,,,,,
41.84763799,46.6,4.752362005,,,,,,,,,,,,,,,
35.53496302,34.5,1.034963016,,,,,,,,,,,,,,,
41.3753273,46.9,5.524672702,,,,,,,,,,,,,,,
61.81316343,69,7.186836566,,,,,,,,,,,,,,,
25.80645067,27,1.19354933,,,,,,,,,,,,,,,
52.0352223,53.9,1.864777703,,,,,,,,,,,,,,,
43.65012931,46.4,2.749870689,,,,,,,,,,,,,,,
45.52512746,46.9,1.374872542,,,,,,,,,,,,,,,
47.60530644,47,0.605306437,,,,,,,,,,,,,,,
68.25212789,69,0.747872115,,,,,,,,,,,,,,,
30.16492923,27.7,2.464929235,,,,,,,,,,,,,,,
45.28959199,62.7,17.41040801,,,,,,,,,,,,,,,
40.62875627,40.8,0.171243727,,,,,,,,,,,,,,,
41.36753851,47.7,6.332461485,,,,,,,,,,,,,,,
84.63487216,84.2,0.434872159,,,,,,,,,,,,,,,
27.52927805,23.7,3.829278053,,,,,,,,,,,,,,,
76.01546209,84.9,8.884537912,,,,,,,,,,,,,,,
59.35146839,57.7,1.651468391,,,,,,,,,,,,,,,
72.76379315,83.7,10.93620685,,,,,,,,,,,,,,,
43.98312126,46.2,2.216878742,,,,,,,,,,,,,,,
57.5269145,58,0.473085502,,,,,,,,,,,,,,,
57.28395095,55.5,1.783950952,,,,,,,,,,,,,,,
33.25425326,38.4,5.145746745,,,,,,,,,,,,,,,
30.25681836,27.8,2.456818364,,,,,,,,,,,,,,,
39.61145177,44,4.388548231,,,,,,,,,,,,,,,
25.58398045,23.3,2.283980451,,,,,,,,,,,,,,,
46.8972053,43.7,3.197205299,,,,,,,,,,,,,,,
21.90839757,23.3,1.391602434,,,,,,,,,,,,,,,
34.11860562,38.6,4.481394382,,,,,,,,,,,,,,,
66.1565595,69,2.8434405,,,,,,,,,,,,,,,
34.71052237,41.3,6.589477628,,,,,,,,,,,,,,,
41.90200727,40.8,1.102007273,,,,,,,,,,,,,,,
33.88482852,39.9,6.015171478,,,,,,,,,,,,,,,
77.77371745,88.9,11.12628255,,,,,,,,,,,,,,,
28.29371027,30.9,2.60628973,,,,,,,,,,,,,,,
51.25241637,53.6,2.347583632,,,,,,,,,,,,,,,
43.73116876,46.4,2.668831242,,,,,,,,,,,,,,,
41.53031987,43.7,2.169680128,,,,,,,,,,,,,,,
24.20967677,26.2,1.990323233,,,,,,,,,,,,,,,
23.11759178,21,2.117591779,,,,,,,,,,,,,,,
21.82069066,21,0.820690659,,,,,,,,,,,,,,,
51.8348655,54,2.165134504,,,,,,,,,,,,,,,
26.13533438,25.1,1.035334384,,,,,,,,,,,,,,,
49.12751372,43.4,5.727513716,,,,,,,,,,,,,,,
41.36133203,41.1,0.26133203,,,,,,,,,,,,,,,
49.31603019,49.3,0.016030193,,,,,,,,,,,,,,,
28.0399778,26.3,1.739977798,,,,,,,,,,,,,,,
22.9430074,20.9,2.043007401,,,,,,,,,,,,,,,
84.04718135,83.9,0.147181348,,,,,,,,,,,,,,,
47.463757,46.2,1.263756996,,,,,,,,,,,,,,,
39.5411619,41.8,2.258838102,,,,,,,,,,,,,,,
24.80113879,26.4,1.598861207,,,,,,,,,,,,,,,
57.75085209,58,0.249147909,,,,,,,,,,,,,,,
25.20284994,25.1,0.102849941,,,,,,,,,,,,,,,
50.74964782,46.4,4.349647824,,,,,,,,,,,,,,,
29.3688434,27.8,1.568843402,,,,,,,,,,,,,,,
28.61316981,22.7,5.913169812,,,,,,,,,,,,,,,
55.23723478,53.6,1.637234783,,,,,,,,,,,,,,,
33.02181502,30.9,2.121815017,,,,,,,,,,,,,,,
50.01574597,53.6,3.584254034,,,,,,,,,,,,,,,
38.68573771,37,1.685737715,,,,,,,,,,,,,,,
42.03858759,46.4,4.361412415,,,,,,,,,,,,,,,
41.05906135,38,3.059061346,,,,,,,,,,,,,,,
22.813598,23.3,0.486401995,,,,,,,,,,,,,,,
60.35100875,64.3,3.948991254,,,,,,,,,,,,,,,
43.58227539,39.2,4.382275394,,,,,,,,,,,,,,,
53.90539416,62.7,8.794605842,,,,,,,,,,,,,,,
23.43786025,27.6,4.162139748,,,,,,,,,,,,,,,
56.46473242,54,2.464732419,,,,,,,,,,,,,,,
33.33305444,34.3,0.966945559,,,,,,,,,,,,,,,
32.82516677,36.8,3.974833229,,,,,,,,,,,,,,,
47.49783516,56.8,9.30216484,,,,,,,,,,,,,,,
25.30527272,26.3,0.994727276,,,,,,,,,,,,,,,
41.96088672,53.8,11.83911328,,,,,,,,,,,,,,,
57.61819979,47.4,10.21819979,,,,,,,,,,,,,,,
92.45734251,90.5,1.95734251,,,,,,,,,,,,,,,
55.48577099,56.1,0.61422901,,,,,,,,,,,,,,,
36.29479934,38.9,2.605200663,,,,,,,,,,,,,,,
34.68927571,38.6,3.910724291,,,,,,,,,,,,,,,
85.92377031,84.9,1.023770308,,,,,,,,,,,,,,,
71.84936939,68.1,3.749369388,,,,,,,,,,,,,,,
53.85446462,47.5,6.354464624,,,,,,,,,,,,,,,
30.23406657,27.8,2.43406657,,,,,,,,,,,,,,,
39.5224865,39,0.522486501,,,,,,,,,,,,,,,
45.45413917,58.1,12.64586083,,,,,,,,,,,,,,,
30.84137404,26.4,4.441374044,,,,,,,,,,,,,,,
35.04241634,23.7,11.34241634,,,,,,,,,,,,,,,
46.92910047,46.5,0.429100465,,,,,,,,,,,,,,,
63.85950447,55.9,7.959504471,,,,,,,,,,,,,,,
58.23443931,68.1,9.865560691,,,,,,,,,,,,,,,
39.59470258,45.2,5.605297417,,,,,,,,,,,,,,,
22.96050626,21,1.960506256,,,,,,,,,,,,,,,
259.9190003,270,10.08099967,,,,,,,,,,,,,,,
29.11540253,27.8,1.315402531,,,,,,,,,,,,,,,
50.08959954,46.4,3.689599537,,,,,,,,,,,,,,,
52.6877553,58,5.312244696,,,,,,,,,,,,,,,
30.20988217,30.5,0.290117828,,,,,,,,,,,,,,,
40.83707665,38.7,2.137076645,,,,,,,,,,,,,,,
56.43046261,67.7,11.26953739,,,,,,,,,,,,,,,
35.04438707,38.9,3.855612931,,,,,,,,,,,,,,,
53.35650951,53.8,0.443490493,,,,,,,,,,,,,,,
32.20581955,22.7,9.505819549,,,,,,,,,,,,,,,
34.91116162,30.5,4.411161615,,,,,,,,,,,,,,,
76.26422992,87.2,10.93577008,,,,,,,,,,,,,,,
25.51454778,25,0.514547776,,,,,,,,,,,,,,,
182.6312226,270,87.36877745,,,,,,,,,,,,,,,
55.30704593,62.5,7.192954075,,,,,,,,,,,,,,,
24.0257022,21,3.025702197,,,,,,,,,,,,,,,
40.90682286,37.4,3.506822859,,,,,,,,,,,,,,,
46.38162539,46.1,0.281625394,,,,,,,,,,,,,,,
29.33434451,23.7,5.634344507,,,,,,,,,,,,,,,
45.47105165,46.6,1.128948354,,,,,,,,,,,,,,,
24.04405059,26.3,2.255949414,,,,,,,,,,,,,,,
23.01098334,20.9,2.11098334,,,,,,,,,,,,,,,
61.04707381,69.2,8.152926188,,,,,,,,,,,,,,,
83.44694164,83.9,0.453058361,,,,,,,,,,,,,,,
31.57330109,23.7,7.873301095,,,,,,,,,,,,,,,
44.12412426,40.8,3.324124256,,,,,,,,,,,,,,,
47.60792659,46.9,0.707926592,,,,,,,,,,,,,,,
38.47017836,41.3,2.829821638,,,,,,,,,,,,,,,
42.52742188,40.8,1.72742188,,,,,,,,,,,,,,,
25.26339642,26.1,0.836603578,,,,,,,,,,,,,,,
50.83377716,54,3.166222845,,,,,,,,,,,,,,,
38.00554189,36.4,1.605541894,,,,,,,,,,,,,,,
30.87813299,30.5,0.378132994,,,,,,,,,,,,,,,
43.92674569,46.6,2.673254314,,,,,,,,,,,,,,,
33.30613707,35.4,2.093862929,,,,,,,,,,,,,,,
36.49366995,46.4,9.90633005,,,,,,,,,,,,,,,
78.28778089,90.2,11.91221911,,,,,,,,,,,,,,,
55.62834127,56.6,0.971658726,,,,,,,,,,,,,,,
56.17858911,58.8,2.621410887,,,,,,,,,,,,,,,
28.19479758,30.9,2.705202423,,,,,,,,,,,,,,,
31.56899372,30.4,1.168993719,,,,,,,,,,,,,,,
46.74600207,46.4,0.346002067,,,,,,,,,,,,,,,
29.30095469,27.8,1.500954687,,,,,,,,,,,,,,,
23.14144705,25.1,1.958552953,,,,,,,,,,,,,,,
53.35754505,62.5,9.142454945,,,,,,,,,,,,,,,
36.00807616,39.2,3.191923842,,,,,,,,,,,,,,,
43.10603216,46.4,3.293967843,,,,,,,,,,,,,,,
60.36761407,68.5,8.132385933,,,,,,,,,,,,,,,
35.80951855,38.4,2.59048145,,,,,,,,,,,,,,,
22.85204225,21,1.852042253,,,,,,,,,,,,,,,
41.85097166,46.4,4.549028341,,,,,,,,,,,,,,,
56.36308047,68.4,12.03691953,,,,,,,,,,,,,,,
30.67110248,30.7,0.02889752,,,,,,,,,,,,,,,
37.91202548,39.2,1.287974521,,,,,,,,,,,,,,,
46.16405004,46.2,0.035949959,,,,,,,,,,,,,,,
62.41445479,68.9,6.485545214,,,,,,,,,,,,,,,
24.63484156,23.3,1.334841557,,,,,,,,,,,,,,,
39.59607107,44.4,4.80392893,,,,,,,,,,,,,,,
22.20201437,23.3,1.097985627,,,,,,,,,,,,,,,
60.29116394,64.3,4.008836055,,,,,,,,,,,,,,,
34.33225393,33.6,0.732253931,,,,,,,,,,,,,,,
22.80683686,25,2.193163144,,,,,,,,,,,,,,,
45.67785789,39,6.677857885,,,,,,,,,,,,,,,
29.45352952,26.3,3.153529515,,,,,,,,,,,,,,,
32.60748915,26.1,6.50748915,,,,,,,,,,,,,,,
45.52763525,46.6,1.07236475,,,,,,,,,,,,,,,
23.46505285,23.3,0.165052853,,,,,,,,,,,,,,,
31.11882616,33.5,2.381173842,,,,,,,,,,,,,,,
29.5125785,29.9,0.387421498,,,,,,,,,,,,,,,
47.99961667,46.4,1.599616669,,,,,,,,,,,,,,,
62.25447342,70.5,8.245526585,,,,,,,,,,,,,,,
24.41536166,23.3,1.115361662,,,,,,,,,,,,,,,
42.62125574,41.3,1.321255737,,,,,,,,,,,,,,,
29.98217169,30.7,0.717828306,,,,,,,,,,,,,,,
41.04234022,42.1,1.057659783,,,,,,,,,,,,,,,
82.78521159,79.7,3.08521159,,,,,,,,,,,,,,,
29.38475737,27,2.38475737,,,,,,,,,,,,,,,
283.8656609,270.1,13.76566087,,,,,,,,,,,,,,,
60.49099484,58.7,1.790994836,,,,,,,,,,,,,,,
46.97433017,47.5,0.525669826,,,,,,,,,,,,,,,
43.35651189,46.4,3.043488108,,,,,,,,,,,,,,,
50.70400848,55.2,4.495991525,,,,,,,,,,,,,,,
45.09437857,46.9,1.80562143,,,,,,,,,,,,,,,
49.71299274,47,2.71299274,,,,,,,,,,,,,,,
56.77562167,54,2.775621668,,,,,,,,,,,,,,,
46.34938716,39.2,7.14938716,,,,,,,,,,,,,,,
28.11129465,26.1,2.011294655,,,,,,,,,,,,,,,
66.47857134,71.6,5.121428663,,,,,,,,,,,,,,,
44.84668339,46.5,1.653316613,,,,,,,,,,,,,,,
22.33041135,22.7,0.369588652,,,,,,,,,,,,,,,
24.76761517,21,3.767615169,,,,,,,,,,,,,,,
68.18718698,69.3,1.112813018,,,,,,,,,,,,,,,
69.25300677,69.3,0.046993231,,,,,,,,,,,,,,,
40.11087225,43.7,3.589127748,,,,,,,,,,,,,,,
34.16522682,26.9,7.265226823,,,,,,,,,,,,,,,
26.01020199,26.2,0.18979801,,,,,,,,,,,,,,,
27.42344562,26.4,1.023445625,,,,,,,,,,,,,,,
32.32465359,36.8,4.475346409,,,,,,,,,,,,,,,
35.45041584,38.6,3.149584157,,,,,,,,,,,,,,,
49.19260446,56.1,6.907395543,,,,,,,,,,,,,,,
60.6841075,67.7,7.015892495,,,,,,,,,,,,,,,
34.69821927,29.7,4.998219271,,,,,,,,,,,,,,,
37.54773606,38.4,0.852263937,,,,,,,,,,,,,,,
55.43237803,58,2.567621973,,,,,,,,,,,,,,,
24.30047975,23.7,0.600479749,,,,,,,,,,,,,,,
44.25844041,45.9,1.641559592,,,,,,,,,,,,,,,
69.82099762,69.3,0.520997623,,,,,,,,,,,,,,,
59.28262843,67.7,8.417371575,,,,,,,,,,,,,,,
55.32994356,54.9,0.429943558,,,,,,,,,,,,,,,
37.08595238,34.5,2.585952381,,,,,,,,,,,,,,,
36.53625402,38.6,2.063745985,,,,,,,,,,,,,,,
42.45018592,46.9,4.44981408,,,,,,,,,,,,,,,
34.50440479,34.6,0.09559521,,,,,,,,,,,,,,,
29.62222034,27.8,1.822220336,,,,,,,,,,,,,,,
38.62107087,44.3,5.678929132,,,,,,,,,,,,,,,
59.99251202,58.7,1.292512024,,,,,,,,,,,,,,,
48.00662624,56.1,8.093373761,,,,,,,,,,,,,,,
40.99425572,47.7,6.705744282,,,,,,,,,,,,,,,
35.58292607,36.8,1.217073934,,,,,,,,,,,,,,,
41.85112713,29.1,12.75112713,,,,,,,,,,,,,,,
45.94214624,46.4,0.457853763,,,,,,,,,,,,,,,
47.67799831,46.9,0.777998311,,,,,,,,,,,,,,,
54.73177551,45.3,9.431775508,,,,,,,,,,,,,,,
24.44327443,22.7,1.74327443,,,,,,,,,,,,,,,
47.06909006,54.7,7.630909939,,,,,,,,,,,,,,,
29.67648215,27,2.676482147,,,,,,,,,,,,,,,
46.86089947,46.4,0.460899468,,,,,,,,,,,,,,,
