Y_pred,Y_real,Mean,,,,,,,,,,,,,,,
46.31299389,46.9,0.58700611,,,,,,,,,,,,,,,
26.56712401,26.2,0.36712401,,,,,,,,,,,,,,,
42.89706087,40.5,2.397060869,,,,,,,,,,,,,,,
29.83815451,23.3,6.538154509,,,,,,,,,,,,,,,
60.24220657,55.8,4.442206571,,,,,,,,,,,,,,,
37.81797058,41.5,3.682029416,,,,,,,,,,,,,,,
39.0922985,37,2.092298495,,,,,,,,,,,,,,,
59.39603538,69.7,10.30396462,,,,,,,,,,,,,,,
24.82538638,23.3,1.525386375,,,,,,,,,,,,,,,
49.33889488,46.6,2.738894882,,,,,,,,,,,,,,,
44.17441067,46.9,2.725589327,,,,,,,,,,,,,,,
79.82958834,70.2,9.629588342,,,,,,,,,,,,,,,
65.44977304,57.8,7.649773037,,,,,,,,,,,,,,,
25.71078526,26.1,0.389214742,,,,,,,,,,,,,,,
32.3234092,22.7,9.623409196,,,,,,,,,,,,,,,
69.1349319,73.4,4.265068097,,,,,,,,,,,,,,,
70.56541193,83.9,13.33458807,,,,,,,,,,,,,,,
28.24938263,27.8,0.449382633,,,,,,,,,,,,,,,
51.11244922,47.4,3.71244922,,,,,,,,,,,,,,,
60.80720506,55.5,5.307205059,,,,,,,,,,,,,,,
58.41078516,60.3,1.88921484,,,,,,,,,,,,,,,
58.28456463,70.1,11.81543537,,,,,,,,,,,,,,,
35.77543912,34,1.775439124,,,,,,,,,,,,,,,
47.44634978,56.1,8.653650223,,,,,,,,,,,,,,,
23.27956297,21,2.279562966,,,,,,,,,,,,,,,
43.62010479,40.4,3.220104786,,,,,,,,,,,,,,,
78.96569152,70,8.965691522,,,,,,,,,,,,,,,
28.51351396,23.7,4.813513955,,,,,,,,,,,,,,,
66.45078661,69.6,3.14921339,,,,,,,,,,,,,,,
29.57449447,25,4.574494467,,,,,,,,,,,,,,,
47.57628929,46.5,1.07628929,,,,,,,,,,,,,,,
26.89843571,26.1,0.798435708,,,,,,,,,,,,,,,
51.99356778,47.3,4.69356778,,,,,,,,,,,,,,,
25.53956846,23.7,1.839568461,,,,,,,,,,,,,,,
27.29285805,26.1,1.19285805,,,,,,,,,,,,,,,
39.40948905,37,2.409489049,,,,,,,,,,,,,,,
54.08427982,65,10.91572018,,,,,,,,,,,,,,,
54.03626931,46.4,7.636269313,,,,,,,,,,,,,,,
43.58847335,44,0.411526654,,,,,,,,,,,,,,,
34.28798245,29.1,5.18798245,,,,,,,,,,,,,,,
26.0020112,25.1,0.9020112,,,,,,,,,,,,,,,
42.86393204,41.5,1.36393204,,,,,,,,,,,,,,,
44.17990786,41.3,2.879907863,,,,,,,,,,,,,,,
31.13687163,26.2,4.936871625,,,,,,,,,,,,,,,
38.94702899,34,4.947028994,,,,,,,,,,,,,,,
24.32009446,25,0.679905536,,,,,,,,,,,,,,,
78.80149269,83.9,5.098507308,,,,,,,,,,,,,,,
29.0379829,23.3,5.737982905,,,,,,,,,,,,,,,
29.03752667,22.7,6.337526674,,,,,,,,,,,,,,,
32.22438461,27.8,4.424384614,,,,,,,,,,,,,,,
56.93068045,68.5,11.56931955,,,,,,,,,,,,,,,
36.70196163,34.6,2.101961631,,,,,,,,,,,,,,,
45.7922697,44.1,1.692269697,,,,,,,,,,,,,,,
42.4146606,41.3,1.114660602,,,,,,,,,,,,,,,
37.93664244,35.3,2.636642442,,,,,,,,,,,,,,,
36.32340095,35.4,0.923400949,,,,,,,,,,,,,,,
45.74566625,50.2,4.454333745,,,,,,,,,,,,,,,
25.69989258,27.8,2.100107418,,,,,,,,,,,,,,,
38.04166963,38.6,0.558330367,,,,,,,,,,,,,,,
79.30510738,90.3,10.99489262,,,,,,,,,,,,,,,
86.10784782,83.7,2.407847817,,,,,,,,,,,,,,,
22.13163859,23.3,1.168361414,,,,,,,,,,,,,,,
95.04713256,89,6.047132559,,,,,,,,,,,,,,,
74.83474829,90.5,15.66525171,,,,,,,,,,,,,,,
38.46791257,44,5.532087432,,,,,,,,,,,,,,,
26.55036639,26.1,0.450366387,,,,,,,,,,,,,,,
55.02979304,73.5,18.47020696,,,,,,,,,,,,,,,
34.98067788,29.9,5.080677884,,,,,,,,,,,,,,,
58.89263398,46.3,12.59263398,,,,,,,,,,,,,,,
58.17224228,68.4,10.22775772,,,,,,,,,,,,,,,
51.43751023,50.2,1.237510233,,,,,,,,,,,,,,,
42.41618668,43.5,1.083813323,,,,,,,,,,,,,,,
29.95636954,27.8,2.156369535,,,,,,,,,,,,,,,
52.90202514,46.4,6.502025136,,,,,,,,,,,,,,,
34.52822863,30.5,4.028228634,,,,,,,,,,,,,,,
27.97148642,26.2,1.771486422,,,,,,,,,,,,,,,
46.74882418,46.9,0.151175815,,,,,,,,,,,,,,,
26.71757071,26.1,0.617570712,,,,,,,,,,,,,,,
43.29502419,41,2.295024194,,,,,,,,,,,,,,,
45.79804354,49.5,3.701956464,,,,,,,,,,,,,,,
23.5490343,23.3,0.249034295,,,,,,,,,,,,,,,
47.66758398,47,0.667583978,,,,,,,,,,,,,,,
24.83990919,23.3,1.539909192,,,,,,,,,,,,,,,
38.1037215,33.4,4.703721499,,,,,,,,,,,,,,,
55.49763493,68.1,12.60236507,,,,,,,,,,,,,,,
28.91680434,26.2,2.716804342,,,,,,,,,,,,,,,
42.6522284,43.7,1.047771595,,,,,,,,,,,,,,,
93.82789691,90.2,3.627896905,,,,,,,,,,,,,,,
63.73495588,60.7,3.034955882,,,,,,,,,,,,,,,
39.95234473,38.9,1.052344729,,,,,,,,,,,,,,,
66.57815156,69.6,3.021848444,,,,,,,,,,,,,,,
66.35127903,66.4,0.048720971,,,,,,,,,,,,,,,
158.1737036,270.9,112.7262964,,,,,,,,,,,,,,,
41.34636114,39,2.346361136,,,,,,,,,,,,,,,
50.40532982,55.3,4.894670184,,,,,,,,,,,,,,,
34.35949352,33.4,0.95949352,,,,,,,,,,,,,,,
48.53110874,46.9,1.631108745,,,,,,,,,,,,,,,
43.90133985,43.9,0.001339849,,,,,,,,,,,,,,,
42.76886268,41.3,1.468862679,,,,,,,,,,,,,,,
61.73593169,273.7,211.9640683,,,,,,,,,,,,,,,
61.14466678,70.8,9.65533322,,,,,,,,,,,,,,,
39.91157619,46,6.088423808,,,,,,,,,,,,,,,
50.70514282,56.3,5.594857185,,,,,,,,,,,,,,,
52.01916231,46.4,5.619162312,,,,,,,,,,,,,,,
34.0353455,34.6,0.564654502,,,,,,,,,,,,,,,
55.62440158,56.1,0.475598423,,,,,,,,,,,,,,,
26.21090705,21,5.210907054,,,,,,,,,,,,,,,
23.6111569,27,3.388843104,,,,,,,,,,,,,,,
22.1874636,25.1,2.912536403,,,,,,,,,,,,,,,
25.10722209,23.3,1.807222085,,,,,,,,,,,,,,,
23.05418059,21,2.054180593,,,,,,,,,,,,,,,
48.49106609,54.7,6.20893391,,,,,,,,,,,,,,,
58.45682999,54.9,3.556829991,,,,,,,,,,,,,,,
48.64062041,54.9,6.259379585,,,,,,,,,,,,,,,
59.13402689,68.7,9.565973112,,,,,,,,,,,,,,,
31.16523517,25.1,6.06523517,,,,,,,,,,,,,,,
37.4812958,46.4,8.918704198,,,,,,,,,,,,,,,
47.02267361,43.5,3.522673615,,,,,,,,,,,,,,,
59.44642161,58.9,0.546421606,,,,,,,,,,,,,,,
30.38018195,33.7,3.319818045,,,,,,,,,,,,,,,
49.21885794,47.4,1.818857943,,,,,,,,,,,,,,,
40.09825265,35.4,4.698252645,,,,,,,,,,,,,,,
35.73000647,36.8,1.069993534,,,,,,,,,,,,,,,
46.42283933,46.9,0.477160668,,,,,,,,,,,,,,,
23.37166099,25.1,1.728339012,,,,,,,,,,,,,,,
46.70590534,47,0.294094655,,,,,,,,,,,,,,,
21.73993868,20.9,0.839938677,,,,,,,,,,,,,,,
35.28682738,35.4,0.113172623,,,,,,,,,,,,,,,
25.23586556,21,4.235865562,,,,,,,,,,,,,,,
74.13995895,71.6,2.539958947,,,,,,,,,,,,,,,
25.89544383,27,1.10455617,,,,,,,,,,,,,,,
33.02599922,34.9,1.874000783,,,,,,,,,,,,,,,
55.58196791,65,9.418032095,,,,,,,,,,,,,,,
61.67209858,52.5,9.172098578,,,,,,,,,,,,,,,
77.04686816,88.7,11.65313184,,,,,,,,,,,,,,,
48.11981733,46.2,1.919817332,,,,,,,,,,,,,,,
37.29949101,36.5,0.799491008,,,,,,,,,,,,,,,
40.16884169,39.2,0.968841693,,,,,,,,,,,,,,,
103.8615313,90.9,12.96153127,,,,,,,,,,,,,,,
34.02874453,27.8,6.228744527,,,,,,,,,,,,,,,
49.91583409,54,4.084165912,,,,,,,,,,,,,,,
48.00751027,46.9,1.107510274,,,,,,,,,,,,,,,
42.97225419,41.4,1.57225419,,,,,,,,,,,,,,,
52.66711635,55.3,2.632883652,,,,,,,,,,,,,,,
89.19744928,88.7,0.497449282,,,,,,,,,,,,,,,
26.54457627,22.7,3.844576274,,,,,,,,,,,,,,,
22.70417556,23.3,0.595824442,,,,,,,,,,,,,,,
46.15443145,46.4,0.245568545,,,,,,,,,,,,,,,
52.69805548,65.1,12.40194452,,,,,,,,,,,,,,,
68.09738462,70.2,2.102615376,,,,,,,,,,,,,,,
32.3295079,29.8,2.529507903,,,,,,,,,,,,,,,
33.2186031,38.6,5.381396899,,,,,,,,,,,,,,,
41.12519774,41.1,0.025197737,,,,,,,,,,,,,,,
70.99274753,73.2,2.207252471,,,,,,,,,,,,,,,
57.17066753,65.1,7.929332474,,,,,,,,,,,,,,,
60.68926924,64.6,3.910730764,,,,,,,,,,,,,,,
26.96844152,27,0.031558482,,,,,,,,,,,,,,,
48.83937499,54,5.160625007,,,,,,,,,,,,,,,
26.2243477,26.9,0.675652297,,,,,,,,,,,,,,,
68.77788613,70.8,2.022113867,,,,,,,,,,,,,,,
54.45027378,58.7,4.249726223,,,,,,,,,,,,,,,
46.07860271,38.9,7.178602715,,,,,,,,,,,,,,,
54.01971062,54.6,0.580289383,,,,,,,,,,,,,,,
35.61559533,38.5,2.88440467,,,,,,,,,,,,,,,
233.4406586,257.6,24.15934142,,,,,,,,,,,,,,,
40.23637555,46.9,6.663624445,,,,,,,,,,,,,,,
37.58229541,39,1.417704589,,,,,,,,,,,,,,,
33.74856327,39.9,6.151436733,,,,,,,,,,,,,,,
46.65113641,55.2,8.548863591,,,,,,,,,,,,,,,
54.79936746,52.1,2.699367457,,,,,,,,,,,,,,,
38.50939375,30.7,7.809393751,,,,,,,,,,,,,,,
24.72724057,23.3,1.42724057,,,,,,,,,,,,,,,
54.08967398,66.4,12.31032602,,,,,,,,,,,,,,,
45.13254773,46.4,1.267452268,,,,,,,,,,,,,,,
35.46837883,29.8,5.668378831,,,,,,,,,,,,,,,
28.14860257,30.9,2.75139743,,,,,,,,,,,,,,,
40.99460034,46.1,5.105399655,,,,,,,,,,,,,,,
22.06886375,22.7,0.631136251,,,,,,,,,,,,,,,
24.51131578,26.9,2.388684223,,,,,,,,,,,,,,,
60.22797727,55.2,5.027977265,,,,,,,,,,,,,,,
70.12448659,73.2,3.075513408,,,,,,,,,,,,,,,
48.59514719,54.9,6.30485281,,,,,,,,,,,,,,,
50.17636537,53.6,3.423634635,,,,,,,,,,,,,,,
36.13217423,34.3,1.83217423,,,,,,,,,,,,,,,
25.45548348,22.7,2.755483479,,,,,,,,,,,,,,,
63.26664374,70.2,6.933356262,,,,,,,,,,,,,,,
22.57896027,26.1,3.521039733,,,,,,,,,,,,,,,
32.0615263,34.6,2.538473695,,,,,,,,,,,,,,,
54.61638769,51.7,2.916387689,,,,,,,,,,,,,,,
45.68489782,46.9,1.215102185,,,,,,,,,,,,,,,
34.89980823,35.4,0.500191765,,,,,,,,,,,,,,,
59.21852255,65.1,5.881477455,,,,,,,,,,,,,,,
26.01081949,26.3,0.289180505,,,,,,,,,,,,,,,
29.78583174,23.7,6.085831744,,,,,,,,,,,,,,,
21.70420021,21,0.704200211,,,,,,,,,,,,,,,
28.36714173,27.8,0.567141727,,,,,,,,,,,,,,,
80.14750125,83.9,3.752498747,,,,,,,,,,,,,,,
47.69034682,52.6,4.909653176,,,,,,,,,,,,,,,
68.94114503,70,1.058854967,,,,,,,,,,,,,,,
57.64487057,55.8,1.844870573,,,,,,,,,,,,,,,
42.77616778,46.4,3.623832224,,,,,,,,,,,,,,,
30.0670635,30.4,0.332936502,,,,,,,,,,,,,,,
23.1779347,25,1.822065303,,,,,,,,,,,,,,,
42.35256266,38.7,3.652562659,,,,,,,,,,,,,,,
26.27051587,23.3,2.970515866,,,,,,,,,,,,,,,
175.4039726,271.6,96.19602741,,,,,,,,,,,,,,,
38.60700829,35.4,3.207008286,,,,,,,,,,,,,,,
22.75619586,21,1.756195856,,,,,,,,,,,,,,,
69.47279871,69.7,0.227201295,,,,,,,,,,,,,,,
45.38378147,55.3,9.916218525,,,,,,,,,,,,,,,
48.90831931,44,4.908319306,,,,,,,,,,,,,,,
24.09436987,23.3,0.794369871,,,,,,,,,,,,,,,
82.73067693,83.9,1.169323066,,,,,,,,,,,,,,,
30.1338497,30.7,0.566150304,,,,,,,,,,,,,,,
32.79813631,34.8,2.001863685,,,,,,,,,,,,,,,
34.78341102,34.6,0.183411024,,,,,,,,,,,,,,,
45.01428581,46.2,1.185714192,,,,,,,,,,,,,,,
63.34267034,54,9.342670337,,,,,,,,,,,,,,,
41.89378979,39,2.893789793,,,,,,,,,,,,,,,
25.52166058,24.8,0.721660579,,,,,,,,,,,,,,,
27.77184545,27,0.771845453,,,,,,,,,,,,,,,
45.82335703,46.2,0.376642967,,,,,,,,,,,,,,,
59.41241303,64.2,4.787586966,,,,,,,,,,,,,,,
61.65801919,62.5,0.841980807,,,,,,,,,,,,,,,
32.59837246,30.5,2.098372463,,,,,,,,,,,,,,,
49.18456116,47.7,1.484561164,,,,,,,,,,,,,,,
39.59156973,38.6,0.991569732,,,,,,,,,,,,,,,
39.74624998,43.5,3.75375002,,,,,,,,,,,,,,,
33.892158,30.5,3.392158003,,,,,,,,,,,,,,,
40.72260934,38,2.722609343,,,,,,,,,,,,,,,
43.09817874,44.5,1.401821265,,,,,,,,,,,,,,,
30.32715859,27.8,2.52715859,,,,,,,,,,,,,,,
42.85746783,47.7,4.842532167,,,,,,,,,,,,,,,
23.12571303,23.3,0.174286974,,,,,,,,,,,,,,,
25.06878664,24.8,0.268786638,,,,,,,,,,,,,,,
78.92852046,84.2,5.271479542,,,,,,,,,,,,,,,
40.60144171,38.9,1.701441711,,,,,,,,,,,,,,,
37.7424974,41.6,3.857502599,,,,,,,,,,,,,,,
24.42371261,26.9,2.476287394,,,,,,,,,,,,,,,
43.86116527,54,10.13883473,,,,,,,,,,,,,,,
25.53344045,22.7,2.833440454,,,,,,,,,,,,,,,
26.93964736,26.2,0.739647359,,,,,,,,,,,,,,,
45.54060131,47,1.459398693,,,,,,,,,,,,,,,
36.55002626,35.9,0.650026265,,,,,,,,,,,,,,,
40.80974517,39.2,1.609745169,,,,,,,,,,,,,,,
55.08913887,68.4,13.31086113,,,,,,,,,,,,,,,
68.85739176,69.7,0.842608241,,,,,,,,,,,,,,,
51.5141139,54.9,3.385886103,,,,,,,,,,,,,,,
49.33265212,54.9,5.567347876,,,,,,,,,,,,,,,
63.21319504,66.4,3.186804959,,,,,,,,,,,,,,,
68.07625871,68.1,0.023741291,,,,,,,,,,,,,,,
26.32355509,23.7,2.623555085,,,,,,,,,,,,,,,
58.47300191,60.7,2.226998088,,,,,,,,,,,,,,,
26.79405003,26.9,0.105949969,,,,,,,,,,,,,,,
34.98569834,38.2,3.214301663,,,,,,,,,,,,,,,
61.13426875,54.9,6.23426875,,,,,,,,,,,,,,,
37.72438126,38.5,0.775618741,,,,,,,,,,,,,,,
36.30670388,34.9,1.406703883,,,,,,,,,,,,,,,
30.02405708,38.5,8.475942916,,,,,,,,,,,,,,,
91.21483286,90.3,0.914832859,,,,,,,,,,,,,,,
24.50023742,23.3,1.200237415,,,,,,,,,,,,,,,
30.00230279,25.2,4.802302793,,,,,,,,,,,,,,,
41.36590744,54.9,13.53409256,,,,,,,,,,,,,,,
44.17863934,38.5,5.678639339,,,,,,,,,,,,,,,
43.01340621,43.3,0.286593794,,,,,,,,,,,,,,,
66.44696642,70.2,3.753033577,,,,,,,,,,,,,,,
42.17691574,36.9,5.276915735,,,,,,,,,,,,,,,
44.50269119,46.4,1.897308812,,,,,,,,,,,,,,,
48.30941596,59.8,11.49058404,,,,,,,,,,,,,,,
22.1889525,23.3,1.111047503,,,,,,,,,,,,,,,
22.75780209,22.7,0.057802091,,,,,,,,,,,,,,,
48.05639592,46.5,1.556395918,,,,,,,,,,,,,,,
51.34971785,56.6,5.250282155,,,,,,,,,,,,,,,
73.92600566,69.2,4.726005657,,,,,,,,,,,,,,,
62.42557873,73.5,11.07442127,,,,,,,,,,,,,,,
34.77181213,38.6,3.828187874,,,,,,,,,,,,,,,
42.50592488,41.4,1.105924877,,,,,,,,,,,,,,,
51.4506702,47.4,4.050670198,,,,,,,,,,,,,,,
29.89399269,26.3,3.59399269,,,,,,,,,,,,,,,
41.88212663,39,2.882126629,,,,,,,,,,,,,,,
23.48662293,23.3,0.18662293,,,,,,,,,,,,,,,
24.93044866,27,2.069551337,,,,,,,,,,,,,,,
24.7082384,23.3,1.408238402,,,,,,,,,,,,,,,
265.6026563,270.4,4.797343669,,,,,,,,,,,,,,,
61.30658394,70.2,8.893416056,,,,,,,,,,,,,,,
64.77116942,65,0.228830577,,,,,,,,,,,,,,,
79.99309913,83.9,3.90690087,,,,,,,,,,,,,,,
81.67105822,89,7.328941781,,,,,,,,,,,,,,,
41.81953794,43.5,1.680462059,,,,,,,,,,,,,,,
30.63462837,30.4,0.234628368,,,,,,,,,,,,,,,
62.2262373,67.9,5.673762703,,,,,,,,,,,,,,,
26.81356084,26.9,0.086439164,,,,,,,,,,,,,,,
28.17396893,27,1.173968931,,,,,,,,,,,,,,,
22.93454917,26.2,3.265450834,,,,,,,,,,,,,,,
33.86345907,27.8,6.063459066,,,,,,,,,,,,,,,
32.68900265,33.7,1.010997346,,,,,,,,,,,,,,,
83.43493269,84,0.565067308,,,,,,,,,,,,,,,
27.17425065,22.7,4.474250654,,,,,,,,,,,,,,,
91.87323535,84.2,7.673235354,,,,,,,,,,,,,,,
35.52075498,38.4,2.879245018,,,,,,,,,,,,,,,
43.1171525,39.2,3.917152498,,,,,,,,,,,,,,,
68.28365482,66.4,1.883654819,,,,,,,,,,,,,,,
42.85761352,39.2,3.657613521,,,,,,,,,,,,,,,
34.43845054,29.8,4.63845054,,,,,,,,,,,,,,,
28.29369411,26.1,2.193694108,,,,,,,,,,,,,,,
27.96489452,21,6.964894524,,,,,,,,,,,,,,,
36.97749936,38.6,1.622500641,,,,,,,,,,,,,,,
50.34838406,47.5,2.848384062,,,,,,,,,,,,,,,
68.96922728,70.2,1.230772722,,,,,,,,,,,,,,,
38.14023062,53.6,15.45976938,,,,,,,,,,,,,,,
46.59101176,41.5,5.091011764,,,,,,,,,,,,,,,
66.56247754,71.3,4.737522461,,,,,,,,,,,,,,,
66.46554422,69.6,3.134455776,,,,,,,,,,,,,,,
79.65427723,67.6,12.05427723,,,,,,,,,,,,,,,
49.89739734,58.8,8.902602655,,,,,,,,,,,,,,,
45.26338565,45.2,0.06338565,,,,,,,,,,,,,,,
42.26861077,46.4,4.131389229,,,,,,,,,,,,,,,
74.80922075,67.5,7.309220755,,,,,,,,,,,,,,,
25.99549384,26.3,0.304506156,,,,,,,,,,,,,,,
29.9457375,22.7,7.245737502,,,,,,,,,,,,,,,
40.94407933,41.5,0.555920673,,,,,,,,,,,,,,,
47.3300545,46.4,0.930054502,,,,,,,,,,,,,,,
27.11827046,23.7,3.418270463,,,,,,,,,,,,,,,
35.5715919,37.4,1.828408096,,,,,,,,,,,,,,,
73.14010557,84.6,11.45989443,,,,,,,,,,,,,,,
59.08760145,68.5,9.412398554,,,,,,,,,,,,,,,
72.6580226,72.3,0.358022597,,,,,,,,,,,,,,,
23.42469995,24.8,1.375300054,,,,,,,,,,,,,,,
46.99640753,46.4,0.596407527,,,,,,,,,,,,,,,
60.97139156,57.3,3.671391555,,,,,,,,,,,,,,,
22.85757598,22.7,0.157575983,,,,,,,,,,,,,,,
59.06012165,74,14.93987835,,,,,,,,,,,,,,,
24.99523874,26.2,1.204761259,,,,,,,,,,,,,,,
52.68597152,60.7,8.014028481,,,,,,,,,,,,,,,
55.31780669,55.8,0.482193309,,,,,,,,,,,,,,,
40.69369918,44.5,3.806300825,,,,,,,,,,,,,,,
50.59041234,46.4,4.190412342,,,,,,,,,,,,,,,
27.15458674,27.8,0.645413262,,,,,,,,,,,,,,,
45.8830559,34.8,11.0830559,,,,,,,,,,,,,,,
34.26879599,26.1,8.168795986,,,,,,,,,,,,,,,
68.75410585,73.5,4.745894146,,,,,,,,,,,,,,,
53.57235721,56.2,2.627642789,,,,,,,,,,,,,,,
46.13590569,46.9,0.764094306,,,,,,,,,,,,,,,
56.13620516,58.7,2.563794842,,,,,,,,,,,,,,,
55.92259475,70.5,14.57740525,,,,,,,,,,,,,,,
60.19002621,65,4.80997379,,,,,,,,,,,,,,,
35.25116049,38.6,3.348839512,,,,,,,,,,,,,,,
26.65551017,25,1.655510171,,,,,,,,,,,,,,,
23.60212771,25.2,1.597872292,,,,,,,,,,,,,,,
45.56833847,43.5,2.068338473,,,,,,,,,,,,,,,
49.32840961,54.9,5.571590388,,,,,,,,,,,,,,,
39.55680679,38.9,0.656806794,,,,,,,,,,,,,,,
48.73674128,45.9,2.836741279,,,,,,,,,,,,,,,
44.98287996,41.5,3.482879955,,,,,,,,,,,,,,,
46.71597448,44.3,2.415974477,,,,,,,,,,,,,,,
72.52849675,73.5,0.971503247,,,,,,,,,,,,,,,
44.22882156,46.2,1.971178442,,,,,,,,,,,,,,,
29.6725996,23.3,6.372599596,,,,,,,,,,,,,,,
40.58439563,39.3,1.284395625,,,,,,,,,,,,,,,
55.78883109,56.2,0.411168909,,,,,,,,,,,,,,,
37.34831932,38.6,1.251680682,,,,,,,,,,,,,,,
36.76353154,34,2.76353154,,,,,,,,,,,,,,,
81.60403326,88.9,7.295966739,,,,,,,,,,,,,,,
46.86235564,49.4,2.537644355,,,,,,,,,,,,,,,
43.98302632,44,0.016973679,,,,,,,,,,,,,,,
26.58298641,23.3,3.282986405,,,,,,,,,,,,,,,
42.25066515,41.5,0.750665152,,,,,,,,,,,,,,,
24.80956077,21,3.809560769,,,,,,,,,,,,,,,
61.83614349,69.6,7.763856507,,,,,,,,,,,,,,,
80.08102436,90.5,10.41897564,,,,,,,,,,,,,,,
96.66007332,90.9,5.760073317,,,,,,,,,,,,,,,
21.4836959,23.7,2.216304101,,,,,,,,,,,,,,,
35.75906936,37.1,1.340930644,,,,,,,,,,,,,,,
37.62003554,36.9,0.720035538,,,,,,,,,,,,,,,
30.60190993,30.7,0.09809007,,,,,,,,,,,,,,,
28.81892537,26.1,2.718925366,,,,,,,,,,,,,,,
50.13602626,46.4,3.736026256,,,,,,,,,,,,,,,
81.17961209,70.2,10.97961209,,,,,,,,,,,,,,,
26.6302368,27,0.369763199,,,,,,,,,,,,,,,
48.00544352,52.5,4.494556484,,,,,,,,,,,,,,,
31.68449452,33.4,1.715505476,,,,,,,,,,,,,,,
24.42774592,26.3,1.872254082,,,,,,,,,,,,,,,
89.99564015,84,5.995640154,,,,,,,,,,,,,,,
24.03035886,26.4,2.369641142,,,,,,,,,,,,,,,
27.34351684,26.2,1.143516839,,,,,,,,,,,,,,,
21.74363971,22.7,0.956360287,,,,,,,,,,,,,,,
24.67725969,21,3.677259693,,,,,,,,,,,,,,,
56.17246585,68.7,12.52753415,,,,,,,,,,,,,,,
48.54887545,52.5,3.95112455,,,,,,,,,,,,,,,
94.1539595,84.6,9.553959495,,,,,,,,,,,,,,,
50.3110337,46.6,3.711033697,,,,,,,,,,,,,,,
